view,cart,remove_from_cart,purchase,rank,rank_in_category,release_date,date,max_price,min_price,avg_price,view_prev1,cart_prev1,remove_from_cart_prev1,purchase_prev1,view_prev2,cart_prev2,remove_from_cart_prev2,purchase_prev2,view_prev3,cart_prev3,remove_from_cart_prev3,purchase_prev3,view_prev4,cart_prev4,remove_from_cart_prev4,purchase_prev4
241,143,86,33,46,1,2019-12-01,2020-02-24,3.11,3.11,3.11000000000001,311,150,81,51,286,164,67,45,257,165,87,48,383,229,113,72
66,445,134,61,47,5,2019-10-01,2020-02-24,0.4,0.4,0.4000000000000011,79,650,112,48,103,495,171,48,102,415,138,51,112,637,199,69
240,146,101,44,48,1,2019-10-01,2020-02-24,2.86,2.86,2.86000000000001,289,159,135,38,227,167,103,48,317,235,166,71,279,199,181,59
118,140,85,40,49,1,2019-10-01,2020-02-24,0.87,0.87,0.8700000000000013,127,122,50,39,110,166,80,49,141,156,84,50,129,195,69,76
146,121,76,45,50,2,2019-10-01,2020-02-24,3.17,3.17,3.1700000000000026,175,151,92,55,179,146,85,46,170,128,83,50,187,169,103,63
59,384,126,51,51,3,2019-10-01,2020-02-24,0.38,0.38,0.38000000000000006,36,270,82,49,51,594,100,80,45,262,67,41,50,214,75,39
107,113,62,43,52,2,2019-10-01,2020-02-24,1.75,1.75,1.75,99,118,63,60,126,126,77,47,128,114,60,42,122,145,66,59
103,128,111,37,53,2,2019-10-01,2020-02-24,3.02,3.02,3.0199999999999974,115,185,114,40,130,169,114,43,157,225,213,54,284,276,147,71
254,181,118,67,54,4,2019-10-01,2020-02-24,4.75,4.75,4.75,302,154,90,47,300,141,110,38,305,169,102,48,381,221,143,75
992,208,75,51,55,1,2019-10-01,2020-02-24,7.14,7.14,7.139999999999985,908,206,81,44,1058,245,100,50,1067,243,113,50,939,208,102,62
148,136,75,57,56,2,2019-10-01,2020-02-24,1.51,1.51,1.509999999999998,203,178,111,59,213,176,121,47,206,149,91,47,216,190,103,52
139,99,76,37,57,4,2019-10-01,2020-02-24,14.6,14.6,14.599999999999973,258,132,89,47,274,153,97,41,290,140,89,44,389,201,139,71
154,154,51,56,58,2,2019-10-01,2020-02-24,2.06,2.06,2.060000000000002,184,205,80,53,193,182,75,46,161,193,93,39,177,183,85,63
129,110,129,26,59,1,2019-10-01,2020-02-24,6.19,6.19,6.190000000000019,143,143,72,55,141,117,62,40,174,152,71,48,155,168,88,58
355,162,122,53,60,5,2019-11-18,2020-02-24,10.63,10.63,10.630000000000061,361,203,113,51,280,186,114,42,329,178,127,48,362,183,119,59
1920,119,65,20,61,1,2020-01-31,2020-02-24,15.24,15.24,15.239999999999826,1632,85,63,18,1688,181,115,58,1992,251,120,81,610,112,20,37
71,163,116,32,62,4,2019-10-01,2020-02-24,1.59,1.59,1.5900000000000027,78,184,114,28,116,281,119,57,113,254,148,47,89,257,120,60
205,106,62,44,63,3,2019-10-01,2020-02-24,1.71,1.71,1.7100000000000024,240,130,71,36,247,134,83,42,273,143,66,44,244,162,91,70
39,136,56,44,64,4,2019-10-01,2020-02-24,0.63,0.63,0.6300000000000009,44,152,88,35,37,161,84,49,50,203,80,56,51,154,86,51
139,104,66,41,65,1,2019-10-01,2020-02-24,6.19,6.19,6.190000000000015,179,117,63,44,186,100,62,39,186,127,59,52,214,154,99,55
89,139,76,41,66,5,2019-10-01,2020-02-24,0.6,0.6,0.6000000000000005,57,158,46,35,73,119,59,35,107,182,69,53,105,221,82,66
194,109,79,27,67,1,2019-10-01,2020-02-24,1.11,1.11,1.1100000000000017,244,163,112,26,359,230,122,62,368,220,107,52,427,237,132,49
243,91,63,32,68,3,2019-10-01,2020-02-24,7.92,6.35,6.357319347319362,287,111,80,43,420,127,61,41,326,136,102,45,399,167,85,60
71,110,93,35,69,1,2019-10-01,2020-02-24,1.06,1.06,1.0600000000000014,70,168,75,46,91,166,91,53,100,194,101,41,75,146,76,48
51,225,67,30,70,6,2019-10-01,2020-02-24,0.29,0.29,0.28999999999999937,77,204,78,32,72,306,110,39,70,381,115,39,109,434,128,75
351,144,100,39,71,2,2019-10-01,2020-02-24,0.79,0.79,0.7900000000000001,359,172,99,41,325,196,87,47,349,192,166,38,435,184,101,57
155,192,72,49,72,1,2019-10-01,2020-02-24,0.92,0.92,0.92,167,197,67,39,118,190,65,56,105,176,105,41,97,145,64,46
78,158,86,44,73,1,2019-11-05,2020-02-24,5.62,5.62,5.620000000000004,97,141,77,43,95,110,58,43,110,131,49,46,95,135,54,47
100,170,82,54,74,5,2019-10-01,2020-02-24,1.9,1.9,1.9000000000000028,103,202,116,27,231,294,98,49,118,183,104,47,135,224,135,56
52,175,78,47,75,2,2019-10-01,2020-02-24,0.92,0.92,0.9200000000000016,59,141,72,45,41,168,51,46,52,148,96,39,63,157,81,47
148,174,74,50,76,3,2019-10-01,2020-02-24,1.43,1.43,1.4300000000000048,151,210,105,40,147,203,83,50,146,192,65,44,130,164,66,43
81,111,76,24,77,2,2019-10-01,2020-02-24,2.7,2.7,2.699999999999995,109,121,98,32,138,130,103,38,136,151,108,51,144,162,117,55
62,84,65,32,78,1,2019-10-01,2020-02-24,4.68,4.68,4.680000000000006,53,96,56,40,89,100,45,44,97,120,79,36,107,134,91,56
76,161,73,33,79,6,2019-10-01,2020-02-24,0.92,0.92,0.9200000000000015,120,190,100,42,68,157,66,38,88,199,119,47,90,211,86,46
67,89,35,38,80,1,2019-10-01,2020-02-24,22.54,22.54,22.539999999999978,87,79,45,34,97,71,52,29,164,79,56,29,374,218,59,81
144,122,68,33,81,1,2019-10-01,2020-02-24,0.79,0.79,0.7900000000000016,167,157,74,41,188,172,86,37,212,177,78,47,211,209,93,47
54,128,59,39,82,1,2019-10-01,2020-02-24,0.87,0.87,0.8700000000000001,29,131,53,43,54,124,57,35,55,181,77,43,74,151,64,51
162,111,76,35,83,1,2019-10-01,2020-02-24,1.78,1.78,1.780000000000001,168,130,59,33,183,123,64,34,318,217,107,47,236,154,70,58
151,675,166,37,84,1,2019-10-01,2020-02-24,0.4,0.4,0.4000000000000025,199,631,128,26,167,546,98,46,218,647,105,44,281,768,139,55
155,156,90,35,85,5,2019-10-01,2020-02-24,2.94,2.94,2.939999999999998,183,132,88,36,212,167,107,42,206,163,100,49,242,190,117,44
53,34,29,11,86,1,2019-10-01,2020-02-24,2.48,2.48,2.480000000000001,64,36,52,10,81,49,54,10,263,268,207,83,238,280,150,67
93,36,50,9,87,2,2019-10-01,2020-02-24,2.48,2.48,2.479999999999999,91,56,80,10,138,50,76,18,397,325,239,73,377,338,168,68
50,51,32,17,88,1,2019-10-01,2020-02-24,0.79,0.79,0.7899999999999995,68,107,55,42,43,115,40,46,53,92,45,39,59,94,38,41
83,128,64,38,89,4,2019-10-01,2020-02-24,2.52,2.52,2.520000000000004,75,108,60,37,97,129,59,40,108,162,69,48,105,127,53,43
90,108,107,35,90,3,2019-10-01,2020-02-24,1.51,1.51,1.5099999999999996,85,164,94,40,107,145,91,36,103,147,105,39,115,194,112,52
149,181,134,43,91,2,2019-10-01,2020-02-24,3.0,3.0,3.0,122,116,93,27,253,138,125,33,95,134,109,42,166,175,156,65
100,144,78,35,92,1,2019-10-01,2020-02-24,1.21,1.21,1.2099999999999984,124,129,89,40,114,125,69,31,157,122,64,48,123,154,70,47
83,147,78,56,93,7,2019-10-01,2020-02-24,1.57,1.57,1.5699999999999956,81,133,76,36,73,137,79,40,68,178,91,45,103,175,98,45
216,106,84,46,94,1,2019-10-17,2020-02-24,4.76,4.76,4.759999999999993,226,156,104,43,330,189,102,51,313,163,86,37,176,105,99,33
48,25,36,8,95,3,2019-10-01,2020-02-24,2.48,2.48,2.4800000000000004,27,22,36,7,62,28,74,11,142,252,136,75,148,234,107,71
51,75,46,27,96,3,2019-10-01,2020-02-24,9.11,9.11,9.11000000000001,69,68,48,29,51,79,45,33,69,113,56,53,51,108,46,49
125,115,52,33,97,1,2019-10-01,2020-02-24,2.38,2.38,2.379999999999997,105,129,52,32,90,154,63,42,182,157,77,33,143,168,80,56
139,67,32,27,98,2,2019-10-01,2020-02-24,4.92,4.92,4.920000000000003,151,102,32,42,248,143,45,41,149,110,50,39,173,81,56,40
52,45,86,9,99,3,2019-10-01,2020-02-24,0.79,0.79,0.7899999999999993,111,153,77,38,122,170,77,30,119,184,90,49,130,141,101,44
78,150,70,34,100,8,2019-10-01,2020-02-24,0.67,0.67,0.6700000000000014,95,174,85,37,102,196,72,42,83,177,87,42,88,174,62,39
105,135,73,34,101,4,2019-10-01,2020-02-24,0.79,0.79,0.7900000000000013,125,148,79,28,99,168,87,44,104,183,89,43,110,177,92,45
291,115,66,32,102,1,2019-10-01,2020-02-24,6.22,6.22,6.22000000000002,353,122,38,30,330,135,75,35,367,165,68,38,351,147,86,57
280,123,75,31,103,5,2019-10-01,2020-02-24,0.79,0.79,0.7900000000000021,308,153,64,35,360,172,84,31,377,171,82,53,432,144,86,40
104,76,38,26,104,3,2019-10-01,2020-02-24,3.81,3.81,3.8100000000000014,133,95,60,40,133,90,49,28,110,84,43,40,143,139,73,51
262,166,102,52,105,6,2019-10-01,2020-02-24,4.76,4.76,4.759999999999993,221,145,71,35,247,137,82,27,287,163,127,46,301,191,123,51
225,92,57,24,106,6,2019-10-01,2020-02-24,10.95,10.95,10.950000000000026,220,99,55,30,206,110,57,42,232,116,57,33,343,119,77,54
59,74,50,33,107,1,2019-10-01,2020-02-24,1.59,1.59,1.5900000000000023,57,89,42,25,62,93,58,32,72,104,59,37,53,123,74,63
109,136,66,58,108,2,2019-10-01,2020-02-24,3.02,3.02,3.019999999999998,125,129,51,48,121,161,84,46,118,104,57,46,70,80,43,17
79,87,36,30,109,2,2019-10-01,2020-02-24,3.24,3.24,3.2400000000000033,172,169,54,43,84,73,31,28,67,89,48,31,97,131,74,54
170,96,74,20,110,8,2019-10-01,2020-02-24,5.24,5.24,5.240000000000006,183,102,87,30,167,120,127,40,241,166,124,29,352,167,150,57
67,81,64,25,111,2,2019-10-01,2020-02-24,1.37,1.37,1.3700000000000012,71,100,52,33,84,131,56,43,82,111,64,42,72,113,53,37
453,121,61,35,112,1,2019-10-01,2020-02-24,13.33,13.33,13.32999999999996,469,99,52,27,511,116,54,29,626,190,65,52,365,123,68,47
78,82,42,40,113,2,2019-10-01,2020-02-24,19.05,19.05,19.049999999999972,73,83,36,22,83,119,47,38,98,80,42,33,240,182,71,62
68,129,51,25,114,1,2019-10-01,2020-02-24,0.79,0.79,0.7899999999999999,61,106,33,41,38,108,42,30,94,174,67,37,86,135,66,46
111,145,83,34,115,1,2019-10-01,2020-02-24,1.98,1.98,1.979999999999996,66,132,69,30,66,141,79,43,66,129,60,34,84,132,56,46
73,84,81,21,116,1,2019-10-01,2020-02-24,0.38,0.38,0.3799999999999999,79,107,64,37,89,96,83,29,128,118,84,41,126,134,98,45
109,264,72,48,117,5,2019-10-01,2020-02-24,0.52,0.52,0.52,151,266,67,36,167,316,103,32,182,300,95,44,189,294,117,40
45,38,68,3,118,6,2019-10-01,2020-02-24,0.79,0.79,0.7899999999999994,107,87,97,21,161,188,100,48,132,176,92,37,132,124,80,46
33,145,54,41,119,3,2019-10-01,2020-02-24,0.92,0.92,0.9200000000000014,25,132,53,35,45,166,57,38,46,156,68,40,24,129,65,39
50,348,104,32,120,7,2019-10-01,2020-02-24,0.4,0.4,0.39999999999999974,58,304,74,27,50,291,54,41,52,281,65,28,58,374,78,55
218,101,62,36,121,7,2019-10-01,2020-02-24,10.63,10.63,10.630000000000031,207,106,97,27,184,111,94,33,221,141,99,41,209,147,100,49
114,98,44,31,122,3,2019-10-01,2020-02-24,4.38,3.94,4.185296167247385,47,79,27,28,63,81,34,27,87,87,41,44,66,117,41,50
183,107,77,19,123,9,2019-10-01,2020-02-24,5.24,5.24,5.240000000000006,188,95,70,27,240,147,110,33,339,178,123,36,285,165,131,51
64,210,51,50,124,4,2019-10-01,2020-02-24,0.4,0.4,0.3999999999999991,72,261,55,45,54,223,43,47,58,203,46,38,40,112,21,16
65,53,39,25,125,1,2019-10-01,2020-02-24,5.56,5.56,5.560000000000001,56,70,45,36,117,89,65,33,77,90,43,33,74,100,59,42
160,90,61,29,126,2,2019-10-17,2020-02-24,4.76,4.76,4.759999999999994,233,126,109,31,233,162,117,43,193,149,91,35,157,144,110,34
47,90,64,22,127,2,2019-10-01,2020-02-24,0.38,0.38,0.3799999999999998,73,82,59,22,65,97,74,29,83,119,72,47,57,132,66,45
50,101,52,22,128,1,2019-10-01,2020-02-24,0.54,0.54,0.5399999999999994,73,107,56,36,64,126,74,36,52,116,46,37,33,79,55,34
135,165,101,43,129,7,2019-10-01,2020-02-24,0.79,0.79,0.790000000000002,83,177,65,41,77,114,72,32,62,142,74,35,60,105,52,33
72,115,43,28,130,1,2019-10-01,2020-02-24,1.98,1.98,1.9799999999999984,71,128,63,23,124,144,68,37,106,128,42,34,125,143,86,47
132,93,41,25,131,4,2019-10-01,2020-02-24,1.27,1.27,1.2699999999999994,101,119,34,34,77,137,42,30,83,97,56,34,95,140,70,42
42,35,25,11,132,3,2019-10-01,2020-02-24,3.33,3.33,3.3299999999999987,81,72,34,30,79,63,49,27,87,99,59,35,89,112,52,48
203,130,66,32,133,3,2019-10-01,2020-02-24,9.52,9.52,9.519999999999987,285,136,88,33,183,121,78,25,244,141,92,39,262,151,92,41
100,77,53,30,134,6,2019-10-01,2020-02-24,8.1,8.1,8.100000000000012,113,102,73,40,113,100,43,31,138,114,65,32,139,116,71,34
13,1,20,1,135,4,2019-10-01,2020-02-24,2.48,2.48,2.4800000000000004,10,0,29,0,13,0,67,0,245,280,240,77,196,279,147,59
38,77,68,23,136,3,2019-10-01,2020-02-24,0.38,0.38,0.3799999999999998,56,95,48,22,56,105,68,32,60,107,69,36,59,120,58,45
69,66,65,17,137,1,2019-10-01,2020-02-24,2.38,2.38,2.3799999999999977,67,81,41,27,83,73,40,26,97,94,48,37,90,94,53,45
274,91,80,33,138,1,2019-10-01,2020-02-24,6.35,6.35,6.350000000000014,192,117,85,38,174,91,73,23,197,112,77,31,256,117,80,43
55,70,28,16,139,1,2019-12-01,2020-02-24,0.7,0.7,0.7000000000000003,82,93,47,25,88,91,52,39,64,88,44,33,84,115,44,37
87,122,78,25,140,1,2019-10-01,2020-02-24,1.43,1.43,1.430000000000004,118,118,90,38,78,125,87,30,82,137,83,20,79,106,64,46
184,146,92,40,141,8,2019-10-01,2020-02-24,1.75,1.75,1.75,145,132,81,33,113,113,63,29,124,108,71,36,129,111,78,36
166,122,98,14,142,1,2019-10-01,2020-02-24,2.62,2.62,2.620000000000003,135,122,114,28,192,154,162,26,261,177,160,30,476,224,191,49
81,64,25,20,143,4,2019-10-01,2020-02-24,9.52,9.52,9.51999999999999,112,102,55,34,81,79,61,28,125,87,40,27,137,129,77,44
123,77,51,27,144,2,2019-10-01,2020-02-24,2.14,2.14,2.1399999999999952,248,133,44,26,153,119,56,35,165,134,81,29,194,152,97,42
25,18,31,3,145,5,2019-10-01,2020-02-24,2.48,2.48,2.479999999999999,45,37,92,9,52,30,75,6,219,279,188,71,164,227,117,46
57,63,29,28,146,4,2019-10-01,2020-02-24,3.33,3.33,3.330000000000003,51,81,43,29,54,74,42,35,60,102,44,34,49,76,37,34
211,109,82,32,147,8,2019-10-01,2020-02-24,10.95,10.95,10.950000000000028,220,101,52,31,250,100,54,30,304,107,68,30,345,115,71,41
38,54,38,24,148,2,2019-10-01,2020-02-24,1.59,1.59,1.5900000000000019,38,74,35,27,32,84,65,29,40,81,62,34,55,93,47,41
45,102,84,25,149,9,2019-10-01,2020-02-24,1.59,1.59,1.5900000000000025,68,123,60,29,67,132,72,24,76,127,87,32,83,209,91,44
759,100,45,26,150,2,2019-10-01,2020-02-24,8.65,8.65,8.65000000000005,827,112,52,22,788,115,58,26,749,166,71,36,617,127,60,45
5,4,25,1,151,6,2019-10-01,2020-02-24,2.48,2.48,2.4799999999999995,10,1,48,0,36,21,96,5,223,302,225,77,286,293,164,46
88,81,53,22,152,1,2019-10-01,2020-02-24,4.44,4.44,4.439999999999999,81,106,92,25,102,107,83,31,100,145,84,27,126,139,92,45
71,62,44,27,153,2,2019-12-01,2020-02-24,5.24,5.24,5.240000000000005,108,76,51,29,135,89,53,28,249,119,67,30,123,103,63,40
32,62,40,19,154,9,2019-10-01,2020-02-24,26.83,26.83,26.82999999999999,43,57,32,19,32,71,59,31,45,68,64,33,68,115,50,44
296,102,67,25,155,9,2019-10-01,2020-02-24,0.79,0.79,0.790000000000002,302,125,49,36,271,117,49,24,310,154,71,32,329,113,63,33
57,76,43,18,156,4,2019-10-01,2020-02-24,2.48,2.48,2.4799999999999986,61,80,54,19,105,93,49,34,101,106,61,32,95,94,51,40
231,62,35,12,157,5,2019-10-01,2020-02-24,22.21,22.21,22.210000000000026,245,78,30,28,263,90,48,25,358,110,55,33,319,81,43,39
101,172,68,24,158,7,2019-10-01,2020-02-24,0.71,0.71,0.7099999999999987,112,210,69,25,125,216,62,29,136,214,60,32,170,177,87,38
36,84,61,19,159,6,2019-10-01,2020-02-24,0.48,0.48,0.48000000000000015,43,78,49,34,51,90,48,32,42,112,71,35,59,103,67,22
409,109,64,25,160,1,2019-10-01,2020-02-24,6.35,5.71,6.05583196046128,279,102,89,21,319,135,94,24,316,122,85,30,379,156,113,48
237,118,61,26,161,1,2019-10-02,2020-02-24,3.81,3.81,3.809999999999997,282,123,55,35,251,87,38,23,211,129,52,29,204,119,50,34
103,89,39,18,162,1,2019-10-01,2020-02-24,2.16,2.16,2.159999999999997,120,109,61,21,102,109,44,30,139,110,38,29,126,133,64,41
165,134,61,36,163,10,2019-10-01,2020-02-24,18.25,18.25,18.25,161,123,79,26,182,117,81,28,234,143,77,34,225,145,87,33
129,93,78,27,164,3,2019-10-16,2020-02-24,4.76,4.76,4.759999999999994,149,104,76,31,199,134,130,26,230,136,94,24,180,140,92,39
103,73,44,19,165,2,2019-10-01,2020-02-24,1.27,1.27,1.2699999999999994,99,106,64,22,118,153,62,37,161,144,67,33,150,141,89,28
50,53,23,11,166,2,2019-10-01,2020-02-24,1.9,1.9,1.9000000000000006,49,70,71,24,82,80,44,26,80,110,59,28,104,107,62,42
89,91,51,29,167,1,2019-10-01,2020-02-24,2.1,2.1,2.0999999999999965,79,115,40,33,72,89,45,24,82,111,43,29,130,120,57,34
134,90,63,24,168,10,2019-10-01,2020-02-24,5.24,5.24,5.2400000000000055,148,104,62,21,201,126,131,29,263,145,122,32,267,168,128,38
69,114,43,28,169,2,2019-10-01,2020-02-24,0.79,0.79,0.7899999999999999,58,110,63,18,59,116,35,33,63,228,48,30,73,245,57,38
82,78,29,23,170,2,2019-10-01,2020-02-24,2.86,2.86,2.860000000000005,112,148,48,35,108,97,48,23,115,99,44,27,104,100,48,34
18,105,36,20,171,5,2019-10-01,2020-02-24,0.54,0.54,0.5399999999999994,16,115,30,29,31,90,29,25,39,82,42,23,34,117,42,41
41,162,50,49,172,6,2019-10-01,2020-02-24,0.92,0.92,0.9200000000000014,18,111,41,28,35,109,47,34,35,122,58,32,31,90,54,24
163,125,58,20,173,1,2019-10-01,2020-02-24,5.56,5.56,5.559999999999988,180,146,67,29,213,161,69,32,243,150,66,23,241,153,80,34
14,130,29,21,174,8,2019-10-01,2020-02-24,0.38,0.38,0.37999999999999984,16,141,40,31,26,143,52,27,22,138,25,19,32,254,67,40
261,93,53,25,175,3,2019-10-01,2020-02-24,4.98,4.98,4.98000000000001,259,88,58,24,251,110,84,24,413,178,93,37,278,136,89,32
36,61,35,9,176,7,2019-10-01,2020-02-24,26.83,26.83,26.83,44,55,29,20,32,71,46,27,43,53,35,22,63,90,46,48
46,95,41,20,177,2,2019-10-01,2020-02-24,0.79,0.79,0.7899999999999994,51,84,25,20,27,98,46,30,47,125,48,25,39,107,60,41
65,80,50,28,178,4,2019-10-01,2020-02-24,1.81,1.81,1.8100000000000016,75,72,45,25,90,79,41,21,90,90,48,27,91,97,45,43
89,49,28,20,179,5,2019-10-01,2020-02-24,9.21,9.21,9.209999999999997,92,77,31,27,102,70,28,22,89,77,36,21,185,139,55,46
64,112,59,26,180,10,2019-10-01,2020-02-24,3.97,3.97,3.9700000000000064,77,85,73,23,77,114,46,26,72,102,81,27,61,141,78,39
159,69,74,15,181,2,2019-10-01,2020-02-24,6.35,6.35,6.350000000000012,168,67,55,23,181,108,86,27,175,105,76,24,237,112,71,41
283,76,47,33,182,1,2019-10-01,2020-02-24,16.19,16.19,16.19000000000004,256,100,62,19,326,136,90,35,352,117,73,24,393,126,71,37
