view,cart,remove_from_cart,purchase,rank,rank_in_category,release_date,date,max_price,min_price,avg_price,view_prev1,cart_prev1,remove_from_cart_prev1,purchase_prev1,view_prev2,cart_prev2,remove_from_cart_prev2,purchase_prev2,view_prev3,cart_prev3,remove_from_cart_prev3,purchase_prev3,view_prev4,cart_prev4,remove_from_cart_prev4,purchase_prev4
63,171,119,41,51,3,2019-10-01,2019-12-02,1.59,1.59,1.5900000000000027,110,239,121,59,146,339,145,97,90,179,100,39,109,248,95,65
108,75,78,19,52,3,2019-10-01,2019-12-02,3.0,3.0,3.0,151,133,91,44,183,178,137,58,243,240,115,74,312,325,208,83
135,165,89,52,53,1,2019-10-01,2019-12-02,1.43,1.43,1.4300000000000046,109,197,100,66,113,224,136,82,105,160,90,48,107,158,103,61
97,142,95,44,54,9,2019-10-01,2019-12-02,0.79,0.79,0.7900000000000017,103,195,124,67,212,296,155,79,132,200,127,51,214,239,165,57
85,171,57,76,55,1,2019-10-01,2019-12-02,3.33,3.33,3.329999999999997,156,307,120,116,129,274,117,91,157,143,47,40,132,32,42,7
359,124,86,29,56,10,2019-10-01,2019-12-02,0.79,0.79,0.7900000000000007,388,179,98,65,595,303,174,88,522,203,93,39,548,206,130,60
73,160,94,31,57,4,2019-10-01,2019-12-02,1.57,1.57,1.5699999999999954,64,173,77,51,78,183,114,82,76,208,87,54,93,208,80,65
172,181,110,42,58,1,2019-10-01,2019-12-02,3.02,3.02,3.0199999999999934,181,253,195,64,216,269,162,94,156,169,93,44,169,178,108,50
43,135,58,49,59,2,2019-10-01,2019-12-02,1.43,1.43,1.4300000000000035,60,179,79,69,42,179,102,81,28,130,60,44,25,135,62,56
55,36,46,10,60,3,2019-10-01,2019-12-02,1.25,1.25,1.25,137,206,75,59,167,225,71,83,167,196,53,44,120,167,53,64
112,167,122,42,61,5,2019-10-01,2019-12-02,1.9,1.9,1.9000000000000017,146,240,145,54,196,293,178,87,184,191,144,46,227,255,156,63
229,115,60,29,62,4,2019-10-01,2019-12-02,14.6,14.6,14.59999999999996,310,201,112,74,297,259,156,85,174,106,64,38,190,159,123,53
71,117,66,42,63,1,2019-10-01,2019-12-02,1.06,1.06,1.0600000000000016,83,152,76,55,69,224,126,81,72,123,77,50,106,174,102,63
259,118,97,17,64,1,2019-10-01,2019-12-02,6.35,6.35,6.350000000000012,412,220,169,66,434,307,161,112,211,96,65,30,235,131,100,37
301,139,100,26,65,6,2019-10-01,2019-12-02,5.24,5.08,5.221060070671384,449,225,209,58,750,422,261,100,385,185,133,37,303,157,127,47
109,121,81,31,66,2,2019-10-01,2019-12-02,3.17,3.17,3.170000000000001,163,137,85,54,240,203,119,101,146,119,75,35,157,117,90,49
100,157,83,58,67,1,2019-10-01,2019-12-02,0.38,0.38,0.3800000000000007,141,127,78,53,169,245,147,97,100,147,96,42,107,161,105,45
82,100,56,42,68,2,2019-10-01,2019-12-02,1.75,1.75,1.75,123,157,74,67,154,208,97,77,107,103,60,38,122,134,67,53
101,119,82,47,69,11,2019-10-01,2019-12-02,0.79,0.79,0.7900000000000014,109,210,119,69,174,209,148,73,114,152,100,43,110,156,113,49
275,187,103,46,70,2,2019-10-01,2019-12-02,9.52,9.52,9.519999999999985,365,250,138,80,435,240,138,63,264,177,109,30,372,230,135,61
107,116,54,33,71,3,2019-10-01,2019-12-02,0.6,0.6,0.6000000000000009,90,208,67,68,116,205,75,69,88,148,70,38,95,180,94,56
237,161,88,40,72,5,2019-10-01,2019-12-02,4.76,4.76,4.759999999999993,330,218,161,62,321,260,122,78,237,187,113,42,284,192,126,43
178,138,88,44,73,5,2019-10-01,2019-12-02,2.94,2.94,2.9399999999999977,229,221,142,55,251,261,138,84,195,137,85,45,210,174,108,39
74,292,84,37,74,6,2019-10-01,2019-12-02,0.29,0.29,0.2899999999999993,78,393,125,52,115,559,152,92,75,307,97,33,71,359,127,44
111,123,74,36,75,2,2019-10-01,2019-12-02,2.7,2.7,2.699999999999994,151,187,116,68,175,217,119,76,110,120,92,35,165,150,106,42
258,147,132,23,76,7,2019-10-01,2019-12-02,5.24,5.24,5.240000000000007,409,252,200,65,589,279,187,81,254,152,95,41,201,111,138,34
82,109,86,28,77,2,2019-10-01,2019-12-02,3.02,3.02,3.020000000000001,151,183,108,58,140,217,128,64,79,151,100,40,131,177,113,58
71,100,65,31,78,2,2019-10-01,2019-12-02,1.9,1.9,1.9000000000000032,131,150,84,63,178,242,116,91,74,115,68,26,107,117,55,39
135,115,71,43,79,3,2019-10-01,2019-12-02,9.52,9.52,9.519999999999987,193,182,100,51,227,230,139,61,159,130,65,34,274,249,105,71
261,148,107,46,80,12,2019-10-01,2019-12-02,2.38,2.38,2.3799999999999963,277,226,138,73,351,258,153,67,158,132,77,34,188,136,92,41
100,135,83,40,81,3,2019-10-01,2019-12-02,1.51,1.51,1.5099999999999991,128,180,108,59,110,201,120,67,86,146,108,36,106,152,102,52
222,137,104,23,82,1,2019-10-01,2019-12-02,5.56,5.38,5.544074074074052,245,168,160,43,487,293,176,87,250,137,115,35,286,192,139,49
133,106,69,47,83,13,2019-10-01,2019-12-02,1.27,1.27,1.2700000000000005,124,156,113,41,183,226,171,84,124,116,73,41,155,151,93,47
210,114,78,35,84,6,2019-10-01,2019-12-02,10.63,10.63,10.630000000000035,216,162,92,44,306,203,151,70,203,151,104,44,229,157,111,53
212,117,67,42,85,1,2019-10-01,2019-12-02,2.38,2.38,2.3799999999999963,210,149,52,61,266,171,89,65,202,119,90,34,267,136,83,50
76,7,59,1,86,1,2019-10-01,2019-12-02,4.44,4.44,4.439999999999998,424,265,207,74,440,267,190,75,226,140,102,33,251,135,124,28
397,157,73,38,87,1,2019-10-01,2019-12-02,7.14,7.14,7.140000000000028,620,245,107,52,964,284,142,60,840,184,83,40,796,200,96,58
1036,53,34,11,88,1,2019-11-01,2019-12-02,19.52,19.52,19.520000000000188,1989,137,79,33,1892,110,67,43,1962,107,53,33,2604,214,83,99
52,102,54,30,89,2,2019-10-01,2019-12-02,0.79,0.79,0.7899999999999994,85,160,68,54,101,201,125,67,61,89,68,37,63,119,55,48
83,125,70,42,90,1,2019-10-01,2019-12-02,0.87,0.87,0.8700000000000007,103,152,58,56,162,176,97,64,113,140,78,36,118,140,77,49
270,166,97,37,91,8,2019-10-01,2019-12-02,5.24,5.24,5.240000000000006,397,218,149,63,386,229,183,67,271,150,122,38,239,142,138,37
51,94,50,15,92,3,2019-10-01,2019-12-02,0.52,0.49,0.508,200,246,131,34,315,341,148,69,255,287,113,50,311,424,136,50
24,130,56,37,93,1,2019-10-01,2019-12-02,0.87,0.87,0.8699999999999994,51,137,61,36,64,156,62,62,55,150,60,52,47,134,30,51
517,120,61,36,94,1,2019-10-01,2019-12-02,13.33,13.33,13.329999999999957,620,186,104,51,708,165,91,52,832,162,66,51,773,157,68,47
186,144,75,38,95,1,2019-10-01,2019-12-02,0.79,0.79,0.7900000000000024,194,181,91,45,255,205,107,64,208,169,72,36,247,170,96,54
82,103,59,45,96,2,2019-10-01,2019-12-02,2.44,2.44,2.439999999999998,114,140,69,49,142,145,83,54,88,133,55,46,129,143,75,50
83,114,55,46,97,3,2019-10-01,2019-12-02,2.22,2.22,2.219999999999999,104,140,71,45,149,154,82,67,83,118,60,44,116,116,58,42
135,67,41,21,98,1,2019-10-01,2019-12-02,4.92,4.92,4.920000000000003,159,107,55,51,178,134,80,63,156,83,36,40,184,100,41,43
62,96,48,28,99,1,2019-10-01,2019-12-02,2.06,2.06,2.0600000000000014,71,62,79,24,132,214,121,87,108,144,67,36,174,154,89,49
68,105,74,41,100,1,2019-10-01,2019-12-02,1.59,1.59,1.5900000000000025,61,150,84,62,72,173,95,79,38,78,53,18,74,81,90,36
69,84,46,32,101,3,2019-10-01,2019-12-02,3.33,3.33,3.330000000000004,92,90,42,43,130,136,59,64,69,96,47,35,97,109,74,53
113,111,57,41,102,1,2019-10-01,2019-12-02,4.68,4.68,4.680000000000003,131,150,84,46,183,155,88,67,136,137,68,40,151,121,55,42
268,115,74,31,103,3,2019-10-01,2019-12-02,1.71,1.71,1.710000000000001,233,129,50,42,325,190,78,82,209,111,48,36,200,149,47,33
243,97,56,28,104,14,2019-10-01,2019-12-02,0.79,0.79,0.7900000000000023,313,169,110,59,388,216,157,64,250,113,87,29,277,109,58,40
16,0,42,0,105,4,2019-10-01,2019-12-02,0.52,0.52,0.5199999999999998,268,577,131,70,209,561,136,94,93,230,62,27,29,0,4,0
84,200,56,32,106,1,2019-10-01,2019-12-02,0.79,0.79,0.7900000000000017,101,189,81,49,119,240,85,59,92,300,108,36,95,206,90,47
49,24,60,3,107,15,2019-11-19,2019-12-02,1.27,1.08,1.2462500000000007,329,368,160,138,190,148,60,52,0,0,0,0,0,0,0,0
454,194,118,44,108,9,2019-10-01,2019-12-02,5.24,5.24,5.240000000000007,596,285,156,69,488,250,155,87,379,166,82,34,57,0,23,0
349,123,83,31,109,7,2019-10-01,2019-12-02,10.95,10.95,10.95000000000002,455,228,125,47,412,257,136,73,295,133,93,28,325,161,107,42
124,142,106,36,110,16,2019-11-19,2019-12-02,1.27,1.08,1.2639460784313743,264,322,148,105,173,214,68,84,0,0,0,0,0,0,0,0
179,127,94,28,111,1,2019-10-01,2019-12-02,3.97,3.97,3.9700000000000144,184,185,132,48,182,191,141,69,131,125,100,23,116,128,98,49
42,297,68,41,112,7,2019-10-01,2019-12-02,0.4,0.4,0.3999999999999993,54,240,74,41,78,661,149,73,38,354,51,40,39,264,92,34
59,166,69,29,113,6,2019-10-01,2019-12-02,1.59,1.59,1.5900000000000025,99,180,96,47,123,242,123,59,107,156,107,38,94,178,80,44
66,116,61,28,114,1,2019-10-01,2019-12-02,2.38,2.38,2.3799999999999972,111,156,87,49,76,175,85,52,78,142,62,38,108,166,53,48
46,79,47,33,115,1,2019-10-01,2019-12-02,0.79,0.79,0.7899999999999994,56,89,47,46,73,133,64,67,45,75,29,31,40,85,21,42
100,187,76,52,116,2,2019-10-01,2019-12-02,0.38,0.38,0.3800000000000008,85,107,43,41,90,125,97,52,80,111,85,49,51,136,78,43
161,153,100,49,117,1,2019-10-01,2019-12-02,2.3,2.3,2.3000000000000065,250,259,127,85,224,241,89,90,67,40,29,8,94,6,35,2
80,89,49,27,118,1,2019-10-01,2019-12-02,22.54,22.54,22.539999999999978,123,123,68,48,135,166,98,71,77,73,30,25,92,107,58,41
13,0,62,0,119,2,2019-10-01,2019-12-02,1.43,1.43,1.43,81,140,99,42,88,150,87,61,88,127,87,39,84,156,102,41
166,130,58,40,120,1,2019-10-01,2019-12-02,1.78,1.78,1.78,288,226,97,54,260,229,93,61,148,127,47,31,181,154,87,37
161,110,58,31,121,2,2019-10-01,2019-12-02,6.19,6.19,6.1900000000000155,160,115,63,44,205,165,102,69,191,105,50,31,208,109,68,39
214,540,123,35,122,1,2019-10-01,2019-12-02,0.4,0.4,0.40000000000000213,292,619,152,45,386,690,146,54,252,473,111,37,283,698,143,45
352,172,38,57,123,17,2019-11-19,2019-12-02,0.79,0.79,0.7900000000000004,163,18,100,4,932,430,112,176,0,0,0,0,0,0,0,0
74,0,31,0,124,10,2019-10-01,2019-12-02,5.24,5.24,5.240000000000001,124,3,65,1,499,218,201,55,375,147,161,30,580,343,198,93
184,80,56,22,125,18,2019-11-19,2019-12-02,1.27,1.08,1.2605555555555557,476,366,139,119,232,144,53,59,0,0,0,0,0,0,0,0
50,138,65,36,126,3,2019-10-01,2019-12-02,0.38,0.38,0.38000000000000006,44,104,75,35,63,148,89,65,52,112,64,33,60,141,61,45
243,106,51,35,127,6,2019-10-01,2019-12-02,10.95,10.95,10.950000000000028,329,171,101,47,357,203,127,63,245,106,63,28,276,109,76,40
258,111,54,25,128,1,2019-10-01,2019-12-02,6.22,6.22,6.220000000000019,379,154,69,37,392,151,89,50,310,120,75,38,484,155,67,51
763,138,75,33,129,2,2019-10-01,2019-12-02,8.65,8.65,8.650000000000052,1036,195,85,40,881,241,115,60,939,151,82,37,1028,172,68,39
100,89,95,24,130,19,2019-10-01,2019-12-02,1.59,1.59,1.5900000000000027,120,94,58,43,115,110,94,54,93,107,64,37,98,121,79,41
62,70,40,21,131,4,2019-10-01,2019-12-02,19.05,19.05,19.049999999999976,123,154,55,56,82,147,52,63,68,108,31,38,85,56,35,17
114,129,97,41,132,1,2019-10-01,2019-12-02,1.21,1.21,1.209999999999999,129,128,78,46,162,174,107,45,149,129,73,35,164,134,84,46
151,101,75,34,133,20,2019-10-01,2019-12-02,1.27,1.27,1.2700000000000005,150,159,83,59,167,201,126,84,87,93,65,19,49,29,79,10
219,116,88,45,134,21,2019-10-01,2019-12-02,1.27,1.27,1.2700000000000027,260,189,101,59,174,120,86,40,166,110,99,32,168,99,56,41
19,24,50,12,135,2,2019-10-01,2019-12-02,1.59,1.59,1.5900000000000014,47,121,64,49,53,121,65,63,46,64,42,22,52,84,53,38
67,119,72,27,136,1,2019-10-01,2019-12-02,1.98,1.98,1.9799999999999975,86,140,75,44,90,173,136,49,51,117,65,29,78,145,73,50
63,9,83,1,137,11,2019-10-01,2019-12-02,5.24,5.08,5.168205128205132,357,207,159,54,408,287,171,75,119,55,79,9,211,96,110,34
71,65,58,27,138,22,2019-10-01,2019-12-02,0.79,0.79,0.7899999999999994,135,148,128,51,164,207,136,50,123,109,97,31,126,124,89,39
48,96,34,24,139,8,2019-10-01,2019-12-02,2.06,2.06,2.0600000000000014,47,120,57,45,45,109,42,51,40,67,22,32,54,89,27,42
303,112,70,33,140,1,2019-10-01,2019-12-02,16.19,16.19,16.190000000000047,399,133,79,41,463,144,81,43,413,137,41,46,478,131,58,40
45,77,37,31,141,23,2019-10-01,2019-12-02,0.79,0.79,0.7899999999999994,77,128,61,43,61,162,66,73,42,74,48,22,36,93,62,31
116,148,61,25,142,2,2019-10-01,2019-12-02,0.95,0.95,0.950000000000002,106,218,100,40,125,231,115,43,94,181,69,43,126,218,73,43
113,153,108,42,143,24,2019-11-19,2019-12-02,1.59,1.59,1.590000000000003,172,264,147,78,188,340,135,90,0,0,0,0,0,0,0,0
253,128,95,24,144,8,2019-10-01,2019-12-02,4.44,4.44,4.4400000000000155,311,179,112,37,412,227,139,54,338,178,112,32,414,212,142,45
19,84,40,22,145,1,2019-10-01,2019-12-02,0.13,0.13,0.12999999999999992,22,160,44,61,24,174,42,60,23,81,19,20,26,96,28,26
52,108,43,46,146,4,2019-10-01,2019-12-02,0.38,0.38,0.3799999999999997,46,92,74,29,83,164,85,72,49,78,52,31,59,103,86,35
59,61,36,22,147,9,2019-10-01,2019-12-02,26.83,26.83,26.829999999999984,70,80,46,29,65,111,54,42,45,84,43,29,82,119,60,67
270,92,67,25,148,4,2019-10-01,2019-12-02,7.92,7.92,7.919999999999995,333,130,81,37,337,152,107,49,272,89,65,29,285,122,87,51
151,118,64,32,149,2,2019-10-01,2019-12-02,2.14,2.14,2.1399999999999935,207,159,77,42,225,169,107,50,148,126,73,30,218,152,85,42
1338,128,65,32,150,1,2019-10-01,2019-12-02,44.29,44.29,44.29000000000055,1538,175,106,41,1047,127,95,34,298,13,53,5,1691,282,137,84
130,104,57,17,151,12,2019-10-01,2019-12-02,5.24,5.24,5.240000000000006,112,34,110,7,293,250,181,65,249,137,100,40,204,164,103,51
71,86,26,38,152,3,2019-10-01,2019-12-02,1.81,1.81,1.8100000000000016,105,114,71,47,89,113,51,49,96,103,54,25,119,107,57,41
212,98,61,17,153,1,2019-10-01,2019-12-02,6.19,6.19,6.190000000000018,282,133,75,41,321,180,97,47,245,127,68,31,283,157,105,43
36,48,25,21,154,4,2019-10-01,2019-12-02,9.11,9.11,9.110000000000008,50,77,43,29,57,92,55,48,44,70,35,39,60,103,45,46
42,121,44,29,155,4,2019-10-01,2019-12-02,0.63,0.63,0.6300000000000008,21,126,54,37,34,204,74,64,23,70,30,20,39,107,40,40
112,104,48,38,156,1,2019-10-01,2019-12-02,1.59,1.59,1.5900000000000025,130,154,75,56,163,163,87,31,105,123,85,31,125,131,63,43
23,108,66,37,157,1,2019-10-01,2019-12-02,0.95,0.95,0.9500000000000015,69,145,84,47,25,84,82,35,41,95,117,38,29,115,55,40
1,0,24,0,158,3,2019-10-01,2019-12-02,0.32,0.32,0.31999999999999995,2,0,52,0,12,83,116,9,45,264,129,32,88,593,155,116
79,90,47,27,159,5,2019-10-01,2019-12-02,0.95,0.95,0.9500000000000015,86,204,82,38,118,172,91,42,61,101,66,32,101,140,65,45
103,96,108,13,160,1,2019-10-01,2019-12-02,6.33,6.33,6.330000000000005,287,265,154,53,300,277,184,49,112,48,61,16,220,152,125,38
55,116,35,36,161,1,2019-10-01,2019-12-02,1.9,1.9,1.9000000000000026,40,111,53,43,44,167,71,63,37,56,34,17,61,71,20,32
85,62,40,17,162,2,2019-10-01,2019-12-02,4.44,4.44,4.439999999999999,150,99,63,41,135,124,89,56,81,60,47,21,124,92,52,37
234,117,81,22,163,10,2019-10-01,2019-12-02,6.27,6.08,6.241541850220253,258,133,139,24,439,356,217,82,244,168,113,29,146,76,84,20
169,125,75,32,164,3,2019-10-01,2019-12-02,15.71,15.71,15.710000000000026,219,145,68,47,221,185,106,47,113,67,41,23,138,87,68,37
25,72,51,22,165,2,2019-10-01,2019-12-02,0.54,0.54,0.5399999999999994,35,97,68,37,39,151,89,56,45,67,50,24,29,94,50,36
57,90,62,21,166,2,2019-10-01,2019-12-02,2.0,2.0,2.0,62,76,68,16,106,138,81,52,109,127,72,42,132,120,61,43
139,67,45,24,167,2,2019-10-01,2019-12-02,4.95,4.95,4.949999999999992,108,84,58,29,152,161,90,53,114,90,55,34,130,103,50,36
38,81,57,22,168,7,2019-10-01,2019-12-02,0.67,0.67,0.670000000000001,65,138,62,35,108,148,87,50,65,88,51,22,69,139,82,44
413,171,102,17,169,11,2019-10-01,2019-12-02,6.27,5.95,6.234495021337117,139,14,114,2,881,540,365,100,586,265,168,41,79,28,109,8
110,86,72,20,170,5,2019-10-01,2019-12-02,8.1,8.1,8.100000000000014,135,120,75,38,162,133,114,41,107,103,66,29,117,109,51,43
44,83,58,38,171,3,2019-10-01,2019-12-02,1.59,1.59,1.5900000000000023,49,125,63,54,61,136,65,73,28,68,29,23,14,0,29,0
15,0,31,0,172,8,2019-10-01,2019-12-02,2.14,2.14,2.14,75,90,75,23,49,69,100,16,108,225,91,56,89,201,88,55
48,93,48,28,173,6,2019-10-01,2019-12-02,0.48,0.48,0.4800000000000001,50,115,62,38,54,117,85,46,30,92,45,32,48,106,74,33
83,114,40,32,174,2,2019-10-01,2019-12-02,2.86,2.86,2.8600000000000065,75,108,41,36,73,140,73,45,51,100,34,29,91,146,43,39
95,76,70,13,175,4,2019-10-01,2019-12-02,3.0,3.0,3.0,140,116,94,22,196,125,106,32,229,179,110,38,303,218,140,57
82,69,38,20,176,2,2019-10-01,2019-12-02,3.24,3.24,3.2400000000000033,102,106,79,38,147,154,86,45,75,72,39,30,71,94,45,36
124,85,52,26,177,3,2019-10-01,2019-12-02,3.81,3.81,3.810000000000002,160,87,53,32,166,99,52,47,147,98,64,34,165,96,57,36
353,224,157,50,178,4,2019-10-01,2019-12-02,4.44,4.44,4.440000000000029,318,252,162,47,208,91,147,21,248,209,140,42,255,207,172,39
267,98,55,27,179,3,2019-10-01,2019-12-02,4.98,4.98,4.980000000000011,393,156,98,37,370,161,61,46,308,97,48,29,360,143,75,36
119,120,78,34,180,2,2019-10-01,2019-12-02,1.27,1.27,1.2700000000000002,168,166,85,35,162,171,86,61,98,156,67,30,121,127,60,21
70,88,38,28,181,3,2019-10-01,2019-12-02,3.89,3.89,3.8899999999999926,80,100,39,39,80,115,48,46,91,72,37,33,89,88,39,29
193,121,77,25,182,9,2019-10-01,2019-12-02,1.9,1.9,1.900000000000003,248,136,108,37,166,148,95,43,159,125,66,31,184,126,78,35
