view,cart,remove_from_cart,purchase,rank,rank_in_category,release_date,date,max_price,min_price,avg_price,view_prev1,cart_prev1,remove_from_cart_prev1,purchase_prev1,view_prev2,cart_prev2,remove_from_cart_prev2,purchase_prev2,view_prev3,cart_prev3,remove_from_cart_prev3,purchase_prev3,view_prev4,cart_prev4,remove_from_cart_prev4,purchase_prev4
38,84,53,36,88,1,2019-10-01,2019-10-28,1.59,1.59,1.5900000000000025,54,96,53,31,52,88,41,40,56,106,61,40,49,80,30,34
87,89,66,34,89,3,2019-10-01,2019-10-28,2.22,2.22,2.2199999999999993,82,87,37,29,73,104,49,48,74,93,45,36,68,83,45,32
234,164,79,52,90,1,2019-10-01,2019-10-28,3.11,3.11,3.1100000000000105,211,143,77,41,225,126,73,36,214,137,72,39,196,110,67,29
151,98,66,29,91,2,2019-10-01,2019-10-28,0.95,0.95,0.9500000000000018,162,103,46,38,138,102,58,45,145,95,43,28,109,83,38,33
110,134,69,41,92,3,2019-10-01,2019-10-28,1.25,1.25,1.25,143,182,53,45,102,136,61,35,75,142,57,37,71,108,36,27
133,129,103,49,93,2,2019-10-01,2019-10-28,3.02,3.02,3.019999999999996,126,133,106,36,117,127,71,41,101,135,99,32,93,123,79,35
53,76,41,24,94,13,2019-10-01,2019-10-28,0.79,0.79,0.7899999999999994,87,119,83,37,88,142,88,40,81,123,66,30,94,116,72,36
282,111,56,31,95,7,2019-10-01,2019-10-28,10.95,10.95,10.95000000000003,294,114,74,35,340,145,102,38,337,163,86,36,261,116,43,34
251,147,88,38,96,8,2019-10-01,2019-10-28,4.76,4.76,4.759999999999993,207,142,89,29,244,181,125,38,250,179,100,42,241,124,75,33
218,385,86,32,97,2,2019-10-01,2019-10-28,0.52,0.52,0.5199999999999996,184,264,87,36,194,358,157,43,180,334,116,40,147,228,81,22
90,122,66,36,98,3,2019-10-01,2019-10-28,3.02,3.02,3.0200000000000005,73,140,96,42,81,158,67,42,76,113,74,30,70,134,85,27
2650,1035,352,278,99,4,2019-10-01,2019-10-28,5.24,5.24,5.239999999999843,2056,577,136,137,1701,14,40,3,2101,0,39,0,949,0,72,0
136,142,79,35,100,9,2019-10-01,2019-10-28,14.6,14.6,14.599999999999968,161,88,61,24,136,98,61,42,139,103,57,39,118,98,50,35
92,195,82,37,101,1,2019-10-01,2019-10-28,0.79,0.79,0.790000000000002,63,130,59,30,72,180,41,37,68,135,71,39,62,172,59,31
59,121,62,35,102,4,2019-10-01,2019-10-28,0.95,0.95,0.9500000000000015,82,135,72,26,99,148,54,40,80,137,60,36,87,137,48,35
74,171,91,46,103,3,2019-10-01,2019-10-28,1.51,1.51,1.5099999999999987,97,141,91,36,89,129,95,24,90,144,95,34,59,130,79,43
155,144,64,57,104,1,2019-10-01,2019-10-28,1.21,1.21,1.21,160,138,72,33,132,132,96,41,138,135,70,32,123,115,80,30
91,138,61,37,105,1,2019-10-01,2019-10-28,2.06,2.06,2.060000000000002,85,132,75,42,86,134,82,39,78,124,82,28,61,90,52,27
86,120,88,39,106,1,2019-10-01,2019-10-28,0.38,0.38,0.3800000000000004,78,98,42,31,86,111,54,39,77,105,62,39,64,78,31,26
143,126,101,27,107,14,2019-10-01,2019-10-28,1.75,1.75,1.75,155,133,70,33,171,159,80,40,166,145,75,31,116,119,67,31
175,101,16,34,108,1,2019-10-01,2019-10-28,10.29,10.29,10.289999999999985,162,122,44,39,182,98,41,30,147,135,31,37,113,84,13,29
99,209,90,53,109,8,2019-10-01,2019-10-28,0.92,0.92,0.9199999999999998,68,180,77,34,110,189,86,38,98,174,108,32,71,148,64,30
12,20,28,6,110,2,2019-10-01,2019-10-28,1.59,1.59,1.5900000000000003,14,3,49,1,59,91,65,36,48,116,58,51,50,89,41,46
91,94,52,48,111,2,2019-10-01,2019-10-28,2.44,2.44,2.439999999999998,71,97,58,29,97,103,65,40,85,78,40,33,74,81,45,32
220,137,67,34,112,1,2019-10-01,2019-10-28,1.43,1.43,1.4300000000000048,198,125,73,33,171,102,50,31,151,105,66,41,187,104,52,27
90,118,82,34,113,9,2019-10-01,2019-10-28,3.97,3.97,3.9700000000000104,93,145,84,33,59,130,74,28,70,116,84,38,73,136,77,33
151,109,66,38,114,1,2019-10-01,2019-10-28,5.24,5.24,5.240000000000006,167,106,45,33,121,92,55,38,141,86,64,34,105,74,42,27
276,101,49,34,115,15,2019-10-01,2019-10-28,0.79,0.79,0.7900000000000023,253,106,69,32,341,118,71,38,293,136,79,33,260,99,57,27
68,86,57,27,116,1,2019-10-01,2019-10-28,2.86,2.86,2.860000000000006,67,81,30,31,82,88,50,31,75,98,44,40,123,122,29,28
36,19,34,10,117,1,2019-10-01,2019-10-28,4.44,4.44,4.439999999999999,34,21,62,7,161,221,185,56,122,264,150,60,16,23,14,7
98,174,83,47,118,16,2019-10-01,2019-10-28,0.79,0.79,0.790000000000002,97,142,75,48,88,121,60,34,62,106,40,25,42,86,39,22
106,140,77,30,119,1,2019-10-01,2019-10-28,1.43,1.43,1.4300000000000042,72,118,84,30,70,120,67,34,48,123,80,34,48,111,53,31
81,195,84,39,120,2,2019-10-01,2019-10-28,0.95,0.95,0.9500000000000014,120,196,61,34,144,169,87,32,131,231,81,44,74,108,33,18
831,139,45,29,121,2,2019-10-01,2019-10-28,8.65,8.65,8.650000000000054,658,140,71,34,1205,140,56,39,1149,159,50,33,737,122,54,22
55,81,45,22,122,1,2019-10-01,2019-10-28,0.79,0.79,0.7899999999999994,52,89,49,38,44,74,40,30,53,69,21,28,34,69,28,31
70,89,40,29,123,3,2019-10-01,2019-10-28,3.33,3.33,3.3300000000000045,52,76,52,28,44,69,42,31,39,67,28,37,43,71,29,31
25,50,40,12,124,7,2019-10-01,2019-10-28,0.38,0.35,0.37976377952755924,51,115,61,19,54,158,41,36,43,246,44,37,49,154,69,34
81,181,64,56,125,17,2019-10-01,2019-10-28,0.95,0.95,0.9500000000000021,64,150,65,51,69,129,65,42,56,100,47,16,25,78,40,17
59,52,57,10,126,2,2019-10-01,2019-10-28,2.62,2.62,2.620000000000002,59,55,57,13,75,75,72,22,87,67,114,21,184,275,235,70
46,140,47,19,127,8,2019-10-01,2019-10-28,0.4,0.4,0.39999999999999936,35,268,82,37,43,210,59,21,37,246,75,36,45,179,47,31
663,295,75,39,128,1,2019-10-01,2019-10-28,2.22,2.22,2.220000000000018,605,194,74,26,507,192,56,29,538,254,63,45,441,203,58,25
49,19,35,4,129,2,2019-10-01,2019-10-28,4.44,4.44,4.439999999999999,84,26,63,7,156,146,148,35,332,341,199,78,42,28,29,5
221,126,53,26,130,1,2019-10-01,2019-10-28,4.6,4.6,4.600000000000013,236,123,65,22,191,128,53,33,418,143,50,31,415,170,47,39
64,117,59,36,131,1,2019-10-01,2019-10-28,1.98,1.98,1.9799999999999975,99,124,72,27,92,120,56,38,80,112,54,27,60,94,41,32
115,83,64,15,132,3,2019-10-01,2019-10-28,2.62,2.62,2.6200000000000028,121,97,63,13,124,61,69,12,155,90,102,21,305,304,198,77
75,68,43,27,133,4,2019-10-01,2019-10-28,3.33,3.33,3.3300000000000045,62,59,30,30,61,72,35,34,73,75,42,26,56,65,35,32
42,33,52,16,134,18,2019-10-01,2019-10-28,1.27,1.27,1.270000000000001,63,61,65,17,121,128,78,40,110,138,84,32,107,119,70,32
120,107,49,30,135,2,2019-10-01,2019-10-28,1.98,1.98,1.979999999999997,132,145,49,33,115,132,48,29,124,139,50,29,90,116,49,30
108,92,117,28,136,19,2019-10-01,2019-10-28,1.59,1.59,1.5900000000000025,111,134,88,34,149,177,123,55,92,131,45,24,51,31,59,7
167,102,44,32,137,2,2019-10-01,2019-10-28,2.14,2.14,2.139999999999994,150,97,47,23,209,199,80,40,165,140,58,29,130,105,64,28
117,91,47,27,138,6,2019-10-01,2019-10-28,3.81,3.81,3.810000000000002,138,108,79,24,142,112,72,35,150,123,69,34,115,92,60,27
52,59,30,22,139,3,2019-10-01,2019-10-28,9.11,9.11,9.11000000000001,57,79,30,36,41,86,40,38,46,83,33,26,45,57,29,20
131,128,101,31,140,2,2019-10-01,2019-10-28,3.97,3.97,3.9700000000000135,137,104,85,27,113,123,100,29,113,140,97,43,103,102,63,20
142,133,72,36,141,1,2019-10-01,2019-10-28,1.59,1.59,1.5900000000000027,121,130,75,25,109,115,49,32,68,79,64,18,116,131,60,43
56,108,49,32,142,1,2019-10-01,2019-10-28,1.98,1.98,1.9799999999999989,69,108,65,37,57,122,59,26,70,110,64,33,60,106,67,22
124,113,67,29,143,10,2019-10-01,2019-10-28,4.29,4.29,4.290000000000007,133,121,77,25,91,98,57,25,109,125,70,33,126,145,93,35
33,12,46,1,144,3,2019-10-01,2019-10-28,4.44,4.44,4.439999999999999,18,0,50,0,207,130,172,26,492,387,247,82,100,59,32,10
249,154,123,38,145,5,2019-10-01,2019-10-28,5.24,5.24,5.240000000000007,312,188,108,34,210,108,113,25,355,209,120,40,181,108,66,19
63,20,51,5,146,3,2019-10-01,2019-10-28,6.03,6.03,6.029999999999998,117,126,70,24,125,121,86,33,102,114,73,34,107,115,69,27
635,91,32,35,147,2,2019-10-01,2019-10-28,45.24,45.24,45.239999999999824,728,85,27,34,640,79,43,23,675,116,57,37,528,91,22,23
46,122,87,29,148,5,2019-10-01,2019-10-28,0.48,0.48,0.47999999999999937,57,110,81,30,44,121,75,34,49,84,56,27,30,88,63,25
30,91,35,25,149,9,2019-10-01,2019-10-28,2.06,2.06,2.0600000000000014,42,64,34,23,48,106,44,32,30,83,25,34,32,77,41,27
22,6,15,0,150,5,2019-10-01,2019-10-28,3.02,3.02,3.0200000000000005,17,4,27,1,65,63,79,15,121,120,77,49,95,118,90,50
80,99,52,27,151,20,2019-10-01,2019-10-28,1.27,1.27,1.2699999999999991,62,50,44,8,172,149,72,44,142,143,82,37,125,99,38,25
83,2,34,1,152,6,2019-10-01,2019-10-28,5.24,5.24,5.240000000000003,148,16,102,1,848,273,151,54,495,136,76,26,405,141,77,33
107,120,66,30,153,1,2019-10-01,2019-10-28,0.79,0.79,0.790000000000001,122,116,67,42,106,142,76,33,81,105,50,23,40,45,44,15
69,93,41,26,154,2,2019-10-01,2019-10-28,2.38,2.38,2.3799999999999972,43,99,61,35,67,92,49,30,65,75,39,35,51,69,33,13
190,107,99,25,155,7,2019-10-01,2019-10-28,5.24,5.24,5.240000000000006,269,201,129,41,347,190,63,47,136,81,65,14,115,49,68,11
44,92,72,34,156,2,2019-10-01,2019-10-28,0.38,0.38,0.3799999999999998,37,102,51,31,40,101,42,33,31,87,47,28,28,60,35,20
18,92,36,25,157,6,2019-10-01,2019-10-28,0.63,0.63,0.6300000000000001,30,124,58,28,21,104,46,34,20,121,53,24,15,134,43,26
46,129,70,22,158,1,2019-10-01,2019-10-28,0.79,0.79,0.7900000000000003,49,136,64,37,44,138,60,33,29,129,52,35,18,53,32,7
87,102,37,24,159,1,2019-10-01,2019-10-28,0.79,0.79,0.7899999999999998,79,92,45,27,82,106,46,22,117,156,64,35,123,87,42,28
46,68,33,26,160,7,2019-10-01,2019-10-28,2.22,2.22,2.2199999999999993,37,70,37,26,44,69,43,24,25,80,50,35,36,72,43,27
104,85,72,17,161,3,2019-10-01,2019-10-28,3.97,3.97,3.9700000000000077,88,76,47,28,103,96,48,25,99,104,81,35,82,72,43,24
200,137,109,27,162,4,2019-10-01,2019-10-28,5.56,5.56,5.559999999999979,225,147,90,30,181,127,121,19,302,202,160,37,161,120,82,26
220,99,58,18,163,11,2019-10-01,2019-10-28,9.52,9.52,9.519999999999987,226,102,69,24,246,119,97,29,234,156,114,28,232,138,142,31
50,96,79,21,164,21,2019-10-01,2019-10-28,0.79,0.79,0.7899999999999999,62,119,83,26,70,128,73,35,69,119,82,33,51,98,47,17
65,134,92,21,165,2,2019-10-01,2019-10-28,0.79,0.79,0.7900000000000008,72,157,53,33,54,144,64,27,26,167,58,36,19,69,28,15
171,106,71,40,166,2,2019-10-01,2019-10-28,6.83,6.83,6.830000000000014,204,113,93,25,206,126,85,29,214,120,77,29,178,90,71,28
57,77,57,21,167,3,2019-10-01,2019-10-28,0.38,0.38,0.3799999999999998,52,77,36,26,43,94,31,25,48,90,51,37,20,60,37,22
59,133,55,51,168,12,2019-10-01,2019-10-28,1.57,1.57,1.569999999999996,48,128,57,40,54,120,49,33,33,116,60,32,22,35,14,5
167,96,53,22,169,13,2019-10-01,2019-10-28,1.9,1.9,1.9000000000000035,163,114,69,20,205,99,72,28,203,137,84,35,162,118,54,27
70,124,67,37,170,3,2019-10-01,2019-10-28,1.9,1.9,1.9000000000000032,94,120,49,35,113,105,46,29,71,78,34,27,63,62,48,19
58,62,41,11,171,1,2019-10-01,2019-10-28,2.7,2.7,2.6999999999999997,80,106,36,23,80,141,54,35,82,143,44,32,70,80,33,20
37,14,21,8,172,5,2019-10-01,2019-10-28,4.44,4.44,4.4399999999999995,47,15,48,7,192,201,163,54,224,226,138,44,27,21,17,5
117,115,61,33,173,2,2019-10-01,2019-10-28,1.27,1.27,1.2699999999999996,118,108,62,21,109,98,57,33,100,106,60,29,83,90,37,26
253,63,35,9,174,3,2019-10-01,2019-10-28,4.98,4.98,4.980000000000008,270,97,47,30,243,105,57,26,254,103,88,30,223,88,35,23
149,143,109,35,175,1,2019-10-01,2019-10-28,6.33,6.33,6.330000000000009,231,246,152,47,49,14,36,4,160,129,79,32,115,94,57,26
174,125,84,44,176,10,2019-10-01,2019-10-28,18.25,18.25,18.25,152,132,62,32,171,105,63,24,140,119,75,30,133,115,67,23
91,122,79,29,177,22,2019-10-01,2019-10-28,1.75,1.75,1.75,100,139,83,30,120,123,66,27,124,105,61,22,94,101,59,29
245,198,65,27,178,4,2019-10-01,2019-10-28,0.71,0.71,0.709999999999998,172,148,46,31,88,201,75,26,67,154,60,29,72,139,44,21
40,85,52,21,179,14,2019-10-01,2019-10-28,1.59,1.59,1.5900000000000023,62,103,79,29,56,108,81,30,51,129,77,28,54,101,54,20
84,50,38,13,180,4,2019-10-01,2019-10-28,2.62,2.62,2.620000000000002,88,63,47,12,77,41,59,12,96,44,78,9,218,288,211,74
78,131,70,44,181,2,2019-10-01,2019-10-28,0.79,0.79,0.7900000000000009,87,135,72,41,70,94,53,25,54,91,44,25,57,74,39,15
79,88,80,25,182,23,2019-10-01,2019-10-28,1.27,1.27,1.269999999999999,66,87,57,20,125,114,59,38,107,111,76,24,68,100,52,24
