view,cart,remove_from_cart,purchase,rank,rank_in_category,release_date,date,max_price,min_price,avg_price,view_prev1,cart_prev1,remove_from_cart_prev1,purchase_prev1,view_prev2,cart_prev2,remove_from_cart_prev2,purchase_prev2,view_prev3,cart_prev3,remove_from_cart_prev3,purchase_prev3,view_prev4,cart_prev4,remove_from_cart_prev4,purchase_prev4
1068,513,325,131,15,3,2019-10-01,2020-01-20,5.24,5.24,5.239999999999911,1079,492,287,113,742,347,252,85,569,294,173,69,618,247,175,52
599,346,229,75,16,1,2019-10-01,2020-01-20,9.52,9.52,9.519999999999994,647,446,227,105,707,350,192,95,504,211,128,54,441,258,119,55
223,284,162,89,17,1,2019-10-01,2020-01-20,1.9,1.9,1.8999999999999913,314,309,163,98,269,258,137,85,149,174,97,46,192,155,77,55
65,254,93,80,18,1,2019-10-01,2020-01-20,0.41,0.41,0.4099999999999983,86,219,89,82,82,293,114,89,49,189,91,49,54,163,55,60
989,514,316,116,19,4,2019-10-01,2020-01-20,5.24,5.24,5.239999999999918,1066,471,341,104,791,250,224,53,687,320,206,60,822,288,197,62
543,273,173,50,20,2,2019-10-01,2020-01-20,2.68,1.98,2.514263715110669,545,296,221,73,765,366,210,87,595,325,180,50,563,308,174,68
245,250,138,87,21,1,2019-10-01,2020-01-20,1.27,1.27,1.2700000000000007,265,264,168,90,282,244,142,74,195,172,103,56,189,133,101,50
177,544,123,74,22,4,2019-10-01,2020-01-20,0.4,0.4,0.40000000000000213,174,607,158,82,162,706,165,88,133,511,111,55,144,418,86,43
160,202,138,69,23,1,2019-10-01,2020-01-20,3.16,3.16,3.1600000000000046,230,206,121,88,188,200,103,82,104,128,69,45,114,118,75,45
246,267,114,74,24,1,2019-10-01,2020-01-20,2.37,2.37,2.3700000000000037,205,229,96,74,205,209,90,79,136,139,36,40,154,209,62,63
248,336,123,54,25,1,2019-10-01,2020-01-20,1.98,1.98,1.9800000000000066,255,437,151,73,238,444,134,78,181,177,57,27,179,236,98,55
173,184,116,81,26,2,2019-10-01,2020-01-20,2.38,2.38,2.3799999999999963,180,161,85,70,192,162,78,67,87,124,46,38,91,93,54,45
395,313,151,79,27,1,2019-10-01,2020-01-20,0.79,0.79,0.7899999999999976,428,260,114,81,239,213,101,65,143,144,61,32,135,121,83,37
158,279,104,65,28,1,2019-10-01,2020-01-20,0.63,0.63,0.6299999999999983,139,293,128,66,139,292,130,46,96,226,76,50,124,243,80,49
2499,243,128,42,29,1,2019-12-30,2020-01-20,16.35,16.35,16.350000000000254,2520,198,95,56,1910,206,81,78,1177,187,48,73,0,0,0,0
253,185,106,55,30,1,2019-10-01,2020-01-20,4.52,4.52,4.519999999999988,330,179,109,51,272,164,96,66,177,109,59,40,195,107,63,43
119,105,91,22,31,3,2019-10-01,2020-01-20,3.0,3.0,3.0,126,124,152,24,248,297,179,62,229,214,133,51,271,240,115,59
629,273,162,68,32,5,2019-10-01,2020-01-20,5.24,5.24,5.2400000000000055,724,300,180,81,387,139,122,34,424,166,111,34,494,170,107,46
120,167,84,76,33,1,2019-10-01,2020-01-20,0.87,0.87,0.8700000000000018,158,164,94,68,136,159,62,45,66,113,63,32,95,122,51,48
157,277,106,85,34,1,2019-10-01,2020-01-20,3.33,3.33,3.330000000000007,145,213,112,71,137,228,91,73,73,107,27,29,104,57,39,20
399,266,184,72,35,6,2019-10-01,2020-01-20,5.24,5.24,5.240000000000008,435,238,139,64,383,241,171,67,218,111,105,26,245,128,101,35
80,161,70,64,36,1,2019-10-01,2020-01-20,1.06,1.06,1.0600000000000016,92,184,105,62,87,187,100,47,49,113,59,36,51,113,57,43
352,188,106,59,37,1,2019-10-01,2020-01-20,2.38,1.84,2.1977021276595687,289,154,129,52,259,189,84,47,198,179,66,47,171,112,50,41
95,561,110,63,38,5,2019-10-01,2020-01-20,0.4,0.4,0.4000000000000018,97,680,178,67,86,386,129,43,70,360,106,37,65,382,86,36
153,177,79,64,39,2,2019-10-01,2020-01-20,1.94,1.94,1.939999999999998,162,197,91,55,138,198,71,57,132,117,41,33,100,113,69,37
261,168,103,48,40,3,2019-10-01,2020-01-20,4.75,4.75,4.75,359,180,99,47,329,205,147,61,262,156,104,29,244,137,87,45
405,304,243,64,41,1,2019-10-01,2020-01-20,2.62,2.62,2.6200000000000037,550,446,305,86,329,207,151,38,259,171,137,23,302,196,131,34
265,170,89,45,42,1,2019-12-01,2020-01-20,1.43,1.43,1.4300000000000048,252,172,91,53,216,181,100,58,171,143,79,27,200,138,77,42
310,174,127,44,43,3,2019-10-01,2020-01-20,4.76,4.76,4.759999999999993,348,205,124,46,410,256,161,55,301,194,128,29,280,165,131,50
558,287,230,60,44,4,2019-10-01,2020-01-20,6.27,6.27,6.2699999999999845,625,267,201,61,438,225,183,49,356,214,145,38,331,161,110,32
314,169,80,42,45,1,2019-12-01,2020-01-20,3.11,3.11,3.110000000000011,274,195,125,56,223,170,80,45,163,126,52,32,239,132,62,46
162,137,110,46,46,2,2019-10-01,2020-01-20,1.51,1.51,1.5099999999999973,203,154,107,55,187,151,89,53,134,115,62,33,138,85,60,37
477,282,105,105,47,5,2019-10-01,2020-01-20,14.6,11.08,13.190546955624308,304,173,103,62,257,147,83,50,161,102,51,35,137,75,44,29
315,206,122,71,48,4,2019-10-01,2020-01-20,7.14,7.14,7.140000000000032,322,203,102,66,306,170,124,46,157,108,83,24,178,105,68,39
153,126,75,54,49,2,2019-10-01,2020-01-20,3.17,3.17,3.1700000000000035,221,125,104,48,240,161,100,57,159,96,91,30,164,125,79,39
96,184,114,54,50,1,2019-10-01,2020-01-20,1.43,1.43,1.4300000000000048,99,175,120,56,116,178,97,44,70,139,76,32,77,117,80,41
359,274,159,69,51,1,2019-10-01,2020-01-20,3.02,2.03,2.629059233449464,264,237,144,55,220,177,127,45,161,164,116,37,148,122,79,35
121,133,88,42,52,3,2019-10-01,2020-01-20,2.22,2.22,2.220000000000003,125,139,67,57,120,155,67,60,61,91,43,36,62,76,60,18
140,149,95,40,53,2,2019-10-01,2020-01-20,2.7,2.7,2.699999999999993,168,147,109,54,196,194,113,58,93,124,66,24,94,101,43,34
314,162,96,47,54,1,2019-10-01,2020-01-20,1.11,1.11,1.1100000000000056,248,193,113,60,328,233,96,50,212,130,44,19,186,126,59,39
133,258,114,60,55,2,2019-10-01,2020-01-20,1.59,1.59,1.5899999999999983,150,256,138,46,163,308,153,69,103,217,80,29,86,167,62,24
753,148,66,38,56,1,2019-10-01,2020-01-20,7.14,7.14,7.140000000000019,992,183,82,44,1009,229,73,56,478,110,47,27,446,151,62,40
82,181,88,40,57,3,2019-10-01,2020-01-20,1.59,1.59,1.5900000000000027,138,315,113,57,99,225,115,42,55,155,74,32,57,163,81,35
154,260,94,65,58,2,2019-10-01,2020-01-20,1.19,1.19,1.1899999999999982,176,205,102,66,171,184,111,45,91,104,70,25,120,138,75,28
132,136,75,49,59,1,2019-10-01,2020-01-20,6.19,6.19,6.190000000000019,160,169,87,51,145,135,83,49,81,93,58,31,80,85,30,32
188,132,57,49,60,1,2019-10-01,2020-01-20,6.19,6.19,6.190000000000022,269,145,64,60,200,128,84,44,152,98,49,34,141,70,44,23
132,123,64,61,61,2,2019-10-01,2020-01-20,1.75,1.75,1.75,112,141,66,39,103,114,73,43,90,100,58,32,109,101,38,46
279,170,98,50,62,6,2019-10-01,2020-01-20,18.25,18.25,18.25,269,208,105,49,261,172,95,50,171,102,60,23,166,104,45,38
161,144,80,39,63,1,2019-10-01,2020-01-20,1.21,1.21,1.21,151,132,85,50,155,163,76,38,103,94,46,22,123,106,64,43
159,122,64,35,64,1,2019-10-01,2020-01-20,0.38,0.38,0.38000000000000067,117,151,109,33,184,155,100,38,79,105,73,28,142,143,64,52
296,162,113,49,65,1,2019-10-01,2020-01-20,2.86,2.86,2.86000000000001,297,153,113,48,319,149,85,49,189,102,84,25,233,127,96,29
58,160,80,40,66,1,2019-10-01,2020-01-20,0.87,0.87,0.8700000000000009,62,192,61,59,45,128,49,35,33,69,25,12,43,115,42,44
203,147,87,33,67,1,2019-10-02,2020-01-20,5.08,5.08,5.080000000000012,184,79,80,37,256,170,83,54,171,138,68,32,130,84,37,26
252,228,141,62,68,5,2019-10-01,2020-01-20,2.94,2.94,2.9400000000000115,283,236,140,59,243,189,115,36,140,105,58,25,155,121,92,29
40,156,71,52,69,2,2019-10-01,2020-01-20,1.43,1.43,1.4300000000000037,47,134,63,58,41,125,63,49,23,77,45,21,24,54,34,20
283,155,115,56,70,7,2019-11-18,2020-01-20,10.63,10.63,10.630000000000056,361,224,153,56,401,187,126,42,182,119,81,21,124,74,48,27
123,186,102,51,71,4,2019-10-01,2020-01-20,1.9,1.9,1.9000000000000004,120,235,99,48,149,190,104,43,71,147,51,33,69,97,56,22
282,142,104,18,72,4,2019-10-01,2020-01-20,6.83,6.83,6.830000000000002,278,155,104,39,333,211,147,39,243,156,105,26,216,150,78,42
272,142,82,34,73,2,2019-10-01,2020-01-20,9.52,9.52,9.519999999999985,303,172,124,45,319,160,125,50,228,113,77,20,191,102,57,31
115,200,63,52,74,3,2019-10-01,2020-01-20,0.6,0.6,0.5999999999999992,115,183,62,51,91,150,67,39,73,112,38,29,59,97,33,26
113,180,66,46,75,3,2019-10-01,2020-01-20,1.25,1.25,1.25,116,182,74,53,108,151,45,40,69,88,36,21,90,104,39,31
8,3,52,2,76,2,2019-10-01,2020-01-20,2.44,2.44,2.4399999999999995,103,81,79,35,128,124,61,43,82,92,33,36,67,78,41,31
106,194,99,49,77,2,2019-10-01,2020-01-20,3.02,3.02,3.019999999999995,121,145,109,40,97,147,90,62,54,90,66,22,59,74,57,21
99,341,133,40,78,6,2019-10-01,2020-01-20,0.29,0.29,0.2899999999999993,65,443,136,59,97,359,114,34,51,224,74,15,48,220,50,36
37,192,54,31,79,7,2019-10-01,2020-01-20,0.4,0.4,0.3999999999999992,39,386,67,56,52,276,85,31,40,246,49,29,32,144,38,26
211,136,94,40,80,8,2019-10-01,2020-01-20,10.63,10.63,10.630000000000042,287,158,118,60,236,131,101,38,106,84,60,23,102,61,37,21
84,77,76,28,81,3,2019-10-01,2020-01-20,3.02,3.02,3.0200000000000036,157,120,58,52,120,124,51,44,90,73,44,28,72,68,39,17
395,133,55,25,82,1,2019-10-01,2020-01-20,6.22,6.22,6.220000000000021,332,150,63,39,347,153,63,43,286,71,30,23,240,127,65,36
118,87,87,13,83,5,2019-10-01,2020-01-20,3.0,3.0,3.0,113,80,116,14,279,223,154,61,205,165,99,33,153,129,66,32
149,76,54,31,84,2,2019-10-01,2020-01-20,4.92,4.92,4.9200000000000035,229,93,61,30,196,117,69,53,138,55,31,21,170,80,39,36
104,119,52,39,85,3,2019-10-01,2020-01-20,1.81,1.81,1.8100000000000018,117,116,52,45,125,97,39,45,68,66,35,24,60,76,36,24
92,76,67,13,86,6,2019-10-01,2020-01-20,3.0,3.0,3.0,79,74,104,12,293,246,213,46,170,198,119,45,199,175,98,34
204,724,204,51,87,1,2019-10-01,2020-01-20,0.4,0.4,0.40000000000000296,205,497,142,40,231,445,100,35,151,351,72,19,165,496,89,41
314,163,79,55,88,2,2019-10-01,2020-01-20,0.79,0.79,0.7900000000000006,339,155,100,60,245,141,94,34,168,71,50,13,193,91,78,28
64,110,67,25,89,3,2019-10-01,2020-01-20,2.52,2.52,2.520000000000004,125,127,82,47,78,138,60,50,53,80,43,19,40,54,30,19
58,103,51,48,90,4,2019-10-01,2020-01-20,9.11,9.11,9.11000000000001,51,82,38,41,59,107,60,47,25,68,30,29,25,50,23,18
132,151,66,51,91,1,2019-10-01,2020-01-20,4.68,3.63,4.291499999999997,71,96,50,45,86,110,63,50,54,83,50,20,41,70,33,18
308,181,133,43,92,7,2019-10-01,2020-01-20,5.24,5.24,5.240000000000007,328,176,138,45,329,204,100,56,138,98,82,14,209,97,72,16
185,127,64,30,93,1,2019-10-01,2020-01-20,1.78,1.78,1.7800000000000007,185,149,66,36,168,130,55,30,128,91,51,22,173,132,64,41
296,144,98,37,94,9,2019-10-01,2020-01-20,10.95,10.95,10.950000000000024,338,137,78,45,328,131,73,35,205,86,49,24,200,57,33,25
435,110,49,31,95,1,2019-10-01,2020-01-20,13.33,13.33,13.329999999999963,412,142,99,36,615,144,70,42,395,73,43,23,425,102,46,28
89,139,67,41,96,1,2019-10-01,2020-01-20,2.06,2.06,2.0600000000000014,70,125,84,41,101,136,80,43,56,58,43,23,46,65,45,21
127,117,57,28,97,3,2019-10-01,2020-01-20,9.52,9.52,9.519999999999987,133,140,87,43,138,92,59,39,95,85,40,20,96,88,52,26
151,96,47,33,98,3,2019-10-01,2020-01-20,3.81,3.81,3.810000000000002,170,96,48,35,168,126,56,36,127,78,42,17,122,59,36,38
42,0,63,0,99,10,2019-10-01,2020-01-20,6.27,6.27,6.270000000000003,218,111,153,19,428,243,132,53,243,140,74,39,168,102,65,15
60,103,56,37,100,2,2019-10-01,2020-01-20,0.38,0.38,0.37999999999999984,46,124,61,37,63,96,79,30,39,80,56,23,50,98,48,33
94,97,43,42,101,1,2019-10-01,2020-01-20,22.54,22.54,22.539999999999978,120,106,56,45,91,98,54,40,67,71,40,23,38,41,17,15
73,100,33,36,102,4,2019-10-01,2020-01-20,3.33,3.33,3.3300000000000036,104,81,42,44,87,78,32,37,44,48,24,23,47,32,28,18
101,86,44,37,103,4,2019-10-01,2020-01-20,2.48,2.48,2.4799999999999964,94,115,61,39,103,91,62,31,70,70,45,24,67,78,50,27
303,165,116,34,104,11,2019-10-01,2020-01-20,4.44,4.44,4.440000000000023,328,172,124,40,317,141,101,29,223,106,65,22,202,106,66,30
187,165,58,32,105,1,2019-10-01,2020-01-20,0.79,0.79,0.7900000000000024,186,169,73,40,216,200,102,31,146,154,63,22,107,80,54,27
369,198,147,25,106,1,2019-10-01,2020-01-20,4.6,4.6,4.600000000000006,378,170,113,37,266,167,145,38,187,109,88,19,209,114,81,25
33,204,65,56,107,4,2019-10-01,2020-01-20,0.63,0.63,0.6300000000000002,25,98,41,39,35,141,78,37,32,60,28,15,29,82,33,26
226,133,64,31,108,3,2019-10-01,2020-01-20,1.71,1.71,1.710000000000002,227,112,57,40,241,171,61,39,164,79,38,19,132,45,24,19
146,137,62,40,109,1,2019-10-01,2020-01-20,2.3,2.3,2.300000000000005,63,6,68,2,160,126,121,44,162,118,57,30,178,118,64,41
51,151,55,30,110,8,2019-10-01,2020-01-20,2.06,2.06,2.060000000000002,57,85,39,41,52,89,50,25,21,57,22,26,24,49,22,24
10,0,29,0,111,7,2019-10-01,2020-01-20,3.0,3.0,3.0,31,16,70,8,216,188,131,39,135,164,104,28,186,205,128,41
11,5,42,3,112,2,2019-10-01,2020-01-20,0.79,0.79,0.7899999999999997,59,130,83,32,68,106,70,33,41,94,45,29,48,69,42,21
237,128,94,38,113,2,2019-10-01,2020-01-20,4.6,4.6,4.600000000000013,282,166,110,42,247,159,118,37,108,80,62,19,151,84,61,16
29,133,50,27,114,2,2019-10-01,2020-01-20,0.38,0.38,0.3799999999999999,61,214,55,31,14,70,37,12,18,80,39,20,42,255,65,49
153,375,139,40,115,4,2019-10-01,2020-01-20,0.52,0.52,0.5199999999999991,172,328,109,41,152,238,113,31,84,125,66,14,88,145,66,26
150,101,56,30,116,2,2019-10-01,2020-01-20,1.73,1.73,1.7299999999999973,137,85,74,36,171,92,37,32,97,74,40,13,94,73,30,31
150,120,52,24,117,2,2019-10-01,2020-01-20,2.14,2.14,2.1399999999999935,164,135,54,35,194,113,61,33,125,83,47,22,93,72,36,20
311,154,72,51,118,5,2019-10-01,2020-01-20,6.35,6.35,6.349999999999997,235,118,82,33,228,101,65,33,139,62,39,22,184,70,33,22
76,0,36,0,119,3,2019-10-01,2020-01-20,15.71,15.71,15.710000000000003,167,52,47,25,219,138,86,39,136,98,44,30,116,59,38,16
100,160,106,29,120,3,2019-10-01,2020-01-20,1.51,1.51,1.5099999999999985,96,120,56,44,87,135,88,31,53,87,50,18,47,64,54,16
120,180,67,45,121,1,2019-10-01,2020-01-20,2.38,2.38,2.3799999999999963,121,143,60,35,105,141,63,36,50,76,27,18,70,85,49,20
54,106,65,24,122,3,2019-10-01,2020-01-20,0.38,0.38,0.3799999999999997,76,106,75,23,72,86,60,31,59,84,54,21,70,98,46,33
158,107,70,39,123,2,2019-12-01,2020-01-20,5.24,5.24,5.240000000000006,173,114,58,42,151,92,59,31,88,59,36,15,84,61,36,19
109,37,77,4,124,1,2019-10-01,2020-01-20,5.56,5.56,5.560000000000001,245,102,87,25,222,113,98,34,150,85,68,22,177,95,78,26
330,127,60,41,125,1,2019-10-01,2020-01-20,16.19,16.19,16.190000000000047,315,110,63,36,334,141,77,34,216,61,34,12,317,69,29,24
92,210,102,37,126,2,2019-10-01,2020-01-20,0.92,0.92,0.9200000000000004,79,135,70,38,90,111,45,27,45,56,18,13,80,135,39,27
127,109,60,25,127,2,2019-10-01,2020-01-20,1.27,1.27,1.2699999999999994,147,129,80,36,128,149,61,34,84,91,36,14,72,73,48,21
138,138,94,23,128,3,2019-10-01,2020-01-20,6.03,6.03,6.0299999999999825,154,162,102,41,142,144,95,31,94,104,86,17,101,96,59,16
145,224,87,23,129,6,2019-10-01,2020-01-20,0.71,0.71,0.7099999999999977,182,285,88,36,125,277,74,37,85,156,53,10,90,173,69,21
58,8,62,1,130,12,2019-10-01,2020-01-20,6.27,6.27,6.270000000000002,423,152,105,38,223,92,75,26,185,85,44,20,208,90,42,20
119,87,37,32,131,5,2019-10-07,2020-01-20,2.22,2.22,2.2199999999999993,45,88,41,32,45,70,54,29,37,48,22,19,40,53,29,23
42,129,77,38,132,6,2019-10-01,2020-01-20,0.48,0.48,0.4799999999999993,43,94,58,32,50,95,59,30,43,70,40,18,29,71,59,23
77,112,88,36,133,5,2019-10-01,2020-01-20,3.97,3.97,3.97000000000001,88,131,87,44,73,98,60,25,42,62,29,10,65,82,52,24
49,97,39,29,134,13,2019-10-01,2020-01-20,26.83,26.83,26.829999999999977,48,65,30,37,50,76,35,35,31,50,17,22,30,31,7,9
537,135,81,21,135,1,2019-10-30,2020-01-20,4.02,4.02,4.019999999999987,660,152,93,40,571,140,93,27,408,124,74,23,206,66,31,12
85,113,46,46,136,1,2019-10-01,2020-01-20,2.1,2.1,2.0999999999999965,90,142,63,38,57,101,44,26,36,52,26,17,32,60,17,21
211,112,94,30,137,1,2019-10-01,2020-01-20,6.35,6.35,6.350000000000015,174,111,73,30,170,107,91,31,119,63,38,16,113,62,44,25
69,94,47,44,138,4,2019-10-01,2020-01-20,19.05,19.05,19.049999999999972,93,89,56,35,60,84,47,40,36,48,18,12,50,53,16,15
66,39,72,9,139,1,2019-10-01,2020-01-20,0.79,0.79,0.7899999999999994,150,124,70,36,103,111,81,27,49,58,37,19,54,60,32,19
82,89,36,24,140,1,2019-10-01,2020-01-20,0.95,0.95,0.9500000000000014,81,117,42,33,74,95,26,24,65,73,31,15,87,73,24,29
340,181,92,40,141,7,2019-10-01,2020-01-20,3.97,3.97,3.9700000000000193,70,88,55,27,56,96,50,31,59,64,35,25,50,63,46,18
49,85,49,29,142,4,2019-10-01,2020-01-20,0.38,0.38,0.3799999999999998,53,105,52,26,70,100,73,31,48,77,43,16,46,73,30,27
75,178,89,28,143,1,2019-10-01,2020-01-20,1.98,1.98,1.979999999999996,83,118,63,36,65,111,94,32,36,64,29,13,42,86,44,19
389,140,88,31,144,1,2019-10-01,2020-01-20,6.35,6.35,6.349999999999989,305,146,92,33,291,123,87,28,240,119,95,20,268,98,62,19
239,105,54,30,145,6,2019-10-01,2020-01-20,10.95,10.95,10.950000000000026,129,6,50,1,355,135,82,48,198,74,48,24,208,82,45,26
169,151,116,27,146,4,2019-10-01,2020-01-20,0.51,0.51,0.5100000000000005,226,216,75,32,256,212,51,38,151,121,42,16,134,94,40,12
676,596,154,43,147,8,2019-10-01,2020-01-20,0.95,0.95,0.9499999999999932,115,135,77,41,93,122,55,21,60,109,57,18,68,60,34,17
83,130,81,33,148,6,2019-10-01,2020-01-20,1.59,1.59,1.5900000000000025,82,171,93,37,65,156,67,31,29,75,31,13,46,94,40,16
691,123,47,29,149,2,2019-10-01,2020-01-20,8.65,8.65,8.650000000000048,798,127,86,25,1165,129,63,23,880,70,42,11,1269,153,51,38
50,72,34,32,150,5,2019-10-01,2020-01-20,3.33,3.33,3.330000000000004,77,68,38,25,52,51,31,30,40,58,49,23,43,44,31,18
124,142,56,36,151,1,2019-10-01,2020-01-20,1.98,1.98,1.979999999999996,115,112,39,30,106,143,52,31,75,68,15,19,64,66,20,15
149,79,55,20,152,1,2019-10-01,2020-01-20,3.97,3.97,3.970000000000009,116,78,48,15,168,120,81,32,121,81,53,19,112,140,86,29
539,165,58,26,153,1,2019-10-01,2020-01-20,4.6,4.6,4.6000000000000005,440,161,41,43,249,148,55,26,124,40,16,3,187,71,37,23
200,98,65,30,154,2,2019-10-01,2020-01-20,6.35,6.35,6.350000000000015,176,109,69,33,167,87,64,29,173,83,63,19,159,53,35,14
30,96,36,27,155,3,2019-10-01,2020-01-20,0.54,0.54,0.5399999999999994,26,116,47,33,39,110,42,32,16,87,23,14,23,60,17,15
320,238,185,66,156,2,2019-10-01,2020-01-20,2.62,2.62,2.6200000000000037,382,351,211,59,119,84,67,17,98,55,49,2,106,60,55,16
36,82,36,28,157,2,2019-10-01,2020-01-20,4.38,4.38,4.379999999999997,37,64,34,29,64,98,41,34,19,46,24,15,19,36,18,16
33,114,46,22,158,2,2019-10-01,2020-01-20,0.4,0.4,0.39999999999999947,26,110,39,30,26,122,51,30,19,69,23,17,13,67,29,16
44,133,62,32,159,3,2019-10-01,2020-01-20,0.92,0.92,0.9200000000000015,46,129,51,33,33,56,40,10,31,83,33,16,33,117,27,34
158,101,52,21,160,1,2019-10-01,2020-01-20,1.11,1.11,1.11,115,119,44,28,128,125,52,36,60,106,31,11,48,46,27,18
114,79,53,29,161,1,2019-10-01,2020-01-20,5.56,5.56,5.56,115,84,47,33,93,68,30,29,34,49,22,21,43,42,39,10
106,101,59,30,162,1,2019-10-01,2020-01-20,1.59,1.59,1.5900000000000027,139,119,71,30,100,83,52,18,96,90,50,25,87,85,64,19
154,205,194,51,163,3,2019-10-01,2020-01-20,2.62,2.62,2.6200000000000037,200,270,179,54,47,80,50,14,43,46,42,8,52,43,24,16
40,33,41,7,164,8,2019-10-01,2020-01-20,3.0,3.0,3.0,44,30,89,5,198,211,140,43,122,159,99,14,153,136,72,30
161,79,63,28,165,7,2019-10-01,2020-01-20,3.81,3.81,3.810000000000002,145,81,59,24,152,93,59,28,85,82,59,16,129,96,70,24
348,192,114,42,166,8,2019-10-01,2020-01-20,5.24,5.24,5.240000000000008,234,120,84,27,185,62,80,19,185,120,78,28,164,104,65,18
94,142,85,34,167,3,2019-10-01,2020-01-20,0.79,0.79,0.7900000000000014,81,138,99,26,90,93,66,23,37,55,33,13,54,70,36,29
99,76,50,12,168,2,2019-10-01,2020-01-20,4.75,4.75,4.75,140,93,50,34,112,74,27,24,62,41,26,11,100,79,44,22
113,137,73,27,169,2,2019-10-01,2020-01-20,0.95,0.95,0.950000000000002,109,151,79,25,97,156,72,32,36,68,30,15,70,94,43,18
73,117,58,29,170,3,2019-10-01,2020-01-20,3.89,3.89,3.889999999999991,69,78,47,32,67,98,52,25,40,53,32,19,46,45,23,14
76,80,34,24,171,1,2019-10-01,2020-01-20,4.44,4.44,4.439999999999999,83,80,37,27,70,63,36,20,75,47,16,12,77,70,25,31
71,67,45,14,172,5,2019-10-01,2020-01-20,9.52,9.52,9.51999999999999,95,75,24,26,94,102,50,26,52,60,29,24,51,47,35,14
235,236,169,60,173,4,2019-10-01,2020-01-20,2.62,2.62,2.620000000000004,325,296,191,59,120,82,65,11,75,51,47,8,68,46,45,11
66,136,76,34,174,4,2019-10-01,2020-01-20,3.24,3.24,3.2400000000000047,74,77,38,29,58,99,71,26,46,48,29,18,36,41,30,16
91,87,66,22,175,3,2019-10-01,2020-01-20,4.29,4.29,4.2900000000000045,92,73,50,31,88,83,60,27,53,58,28,16,48,42,18,15
319,118,52,29,176,3,2019-10-01,2020-01-20,4.98,4.98,4.980000000000011,311,145,68,34,308,94,58,17,184,68,38,15,230,71,38,23
129,109,69,30,177,7,2019-10-01,2020-01-20,8.1,8.1,8.100000000000014,122,95,60,31,88,76,44,19,69,60,34,26,82,63,43,13
295,122,52,27,178,1,2019-10-01,2020-01-20,19.37,19.37,19.369999999999926,253,74,45,21,214,105,55,24,182,78,19,19,161,73,28,25
23,172,55,29,179,9,2019-10-01,2020-01-20,0.4,0.4,0.39999999999999925,27,187,45,32,21,182,48,26,19,99,31,22,20,80,21,8
43,143,30,26,180,4,2019-10-01,2020-01-20,0.44,0.44,0.44000000000000017,45,163,74,37,42,79,86,24,28,171,10,11,28,49,25,16
176,192,129,54,181,5,2019-10-01,2020-01-20,2.62,2.62,2.6200000000000037,206,221,132,49,69,58,41,17,48,56,42,14,41,43,43,8
227,116,78,28,182,1,2019-10-01,2020-01-20,10.32,10.32,10.319999999999995,191,111,85,34,220,106,68,33,107,84,64,13,134,50,31,8
34,65,31,18,183,2,2019-10-01,2020-01-20,0.63,0.63,0.6299999999999999,42,93,37,40,34,75,34,24,28,47,19,12,26,36,6,11
