view,cart,remove_from_cart,purchase,rank,rank_in_category,release_date,date,max_price,min_price,avg_price,view_prev1,cart_prev1,remove_from_cart_prev1,purchase_prev1,view_prev2,cart_prev2,remove_from_cart_prev2,purchase_prev2,view_prev3,cart_prev3,remove_from_cart_prev3,purchase_prev3,view_prev4,cart_prev4,remove_from_cart_prev4,purchase_prev4
92,156,102,51,50,1,2019-10-01,2019-12-16,1.43,1.43,1.4300000000000044,89,154,91,54,135,165,89,52,109,197,100,66,113,224,136,82
34,77,55,23,51,2,2019-10-01,2019-12-16,1.43,1.43,1.4300000000000017,32,125,72,55,43,135,58,49,60,179,79,69,42,179,102,81
205,159,92,46,52,1,2019-10-01,2019-12-16,1.11,1.11,1.1100000000000039,223,224,99,40,305,166,105,51,311,239,132,62,374,306,142,97
573,223,151,60,53,5,2019-10-01,2019-12-16,5.24,5.24,5.240000000000007,503,199,125,50,454,194,118,44,596,285,156,69,488,250,155,87
389,190,144,43,54,3,2019-10-01,2019-12-16,6.27,6.27,6.269999999999985,459,205,153,61,408,216,143,59,457,251,165,55,573,287,206,75
108,138,140,54,55,2,2019-10-01,2019-12-16,3.0,3.0,3.0,118,134,112,45,121,141,111,44,199,248,177,66,233,343,226,91
152,156,118,50,56,1,2019-10-01,2019-12-16,3.02,3.02,3.0199999999999942,200,168,129,44,172,181,110,42,181,253,195,64,216,269,162,94
86,170,95,42,57,2,2019-10-01,2019-12-16,1.59,1.59,1.5900000000000025,67,163,66,46,63,171,119,41,110,239,121,59,146,339,145,97
131,176,94,41,58,3,2019-10-01,2019-12-16,1.59,1.59,1.5900000000000027,140,228,118,53,156,216,127,43,205,272,125,56,215,356,194,91
176,161,78,55,59,2,2019-10-01,2019-12-16,3.17,3.17,3.170000000000005,181,125,79,57,109,121,81,31,163,137,85,54,240,203,119,101
70,361,93,50,60,6,2019-10-01,2019-12-16,0.29,0.29,0.2899999999999993,68,269,109,59,74,292,84,37,78,393,125,52,115,559,152,92
300,186,129,45,61,6,2019-10-01,2019-12-16,5.24,5.24,5.240000000000007,345,227,145,55,239,139,113,24,432,291,212,71,470,314,245,90
119,126,60,48,62,2,2019-10-01,2019-12-16,1.75,1.75,1.75,121,112,55,53,82,100,56,42,123,157,74,67,154,208,97,77
237,139,95,47,63,4,2019-10-01,2019-12-16,4.75,4.75,4.75,261,142,123,52,237,126,87,31,347,231,137,68,345,242,132,85
115,139,94,35,64,4,2019-10-01,2019-12-16,1.9,1.9,1.9000000000000035,140,137,66,50,112,167,122,42,146,240,145,54,196,293,178,87
130,95,60,27,65,12,2019-10-01,2019-12-16,2.38,2.38,2.379999999999997,232,150,98,47,261,148,107,46,277,226,138,73,351,258,153,67
191,149,109,34,66,5,2019-10-01,2019-12-16,2.94,2.94,2.939999999999998,220,190,113,50,178,138,88,44,229,221,142,55,251,261,138,84
80,104,95,31,67,13,2019-10-01,2019-12-16,0.79,0.79,0.7900000000000007,94,123,84,38,97,142,95,44,103,195,124,67,212,296,155,79
381,229,115,59,68,4,2019-10-01,2019-12-16,4.76,4.76,4.759999999999992,313,191,113,48,237,161,88,40,330,218,161,62,321,260,122,78
32,53,42,24,69,1,2019-10-01,2019-12-16,1.59,1.59,1.590000000000002,70,80,41,45,68,105,74,41,61,150,84,62,72,173,95,79
383,221,143,42,70,7,2019-10-01,2019-12-16,5.24,5.24,5.240000000000007,405,190,126,43,301,139,100,26,449,225,209,58,750,422,261,100
245,148,79,42,71,2,2019-10-01,2019-12-16,9.52,9.52,9.519999999999985,271,152,100,38,275,187,103,46,365,250,138,80,435,240,138,63
119,104,72,37,72,2,2019-10-01,2019-12-16,2.7,2.7,2.699999999999994,114,110,83,45,111,123,74,36,151,187,116,68,175,217,119,76
268,111,81,29,73,1,2019-10-01,2019-12-16,6.35,6.35,6.350000000000014,270,117,92,30,259,118,97,17,412,220,169,66,434,307,161,112
198,83,45,33,74,5,2019-10-01,2019-12-16,14.6,14.6,14.599999999999971,196,97,66,37,229,115,60,29,310,201,112,74,297,259,156,85
54,64,49,20,75,14,2019-10-01,2019-12-16,0.79,0.79,0.7899999999999994,87,116,75,32,101,119,82,47,109,210,119,69,174,209,148,73
117,139,77,53,76,1,2019-10-01,2019-12-16,0.87,0.87,0.8700000000000013,101,171,60,58,83,125,70,42,103,152,58,56,162,176,97,64
70,130,67,54,77,1,2019-10-01,2019-12-16,1.06,1.06,1.0600000000000014,55,146,76,42,71,117,66,42,83,152,76,55,69,224,126,81
56,68,66,16,78,2,2019-10-01,2019-12-16,1.9,1.9,1.9000000000000024,75,86,63,34,71,100,65,31,131,150,84,63,178,242,116,91
198,122,53,45,79,1,2019-10-01,2019-12-16,2.38,2.38,2.3799999999999963,190,137,60,46,212,117,67,42,210,149,52,61,266,171,89,65
83,144,73,44,80,3,2019-10-01,2019-12-16,0.6,0.6,0.6000000000000005,66,146,66,43,107,116,54,33,90,208,67,68,116,205,75,69
195,113,70,40,81,3,2019-10-01,2019-12-16,1.71,1.71,1.7100000000000017,276,140,65,55,268,115,74,31,233,129,50,42,325,190,78,82
116,123,68,45,82,2,2019-10-01,2019-12-16,0.38,0.38,0.38000000000000045,124,169,95,63,100,187,76,52,85,107,43,41,90,125,97,52
287,92,70,30,83,15,2019-10-01,2019-12-16,0.79,0.79,0.7900000000000028,329,122,74,26,359,124,86,29,388,179,98,65,595,303,174,88
108,59,46,16,84,16,2019-10-01,2019-12-16,1.27,1.27,1.2699999999999996,128,74,72,30,151,101,75,34,150,159,83,59,167,201,126,84
235,132,99,30,85,8,2019-10-01,2019-12-16,5.24,5.24,5.240000000000007,257,128,101,38,258,147,132,23,409,252,200,65,589,279,187,81
194,82,38,29,86,17,2019-11-19,2019-12-16,1.27,1.27,1.2700000000000002,63,14,48,6,184,80,56,22,476,366,139,119,232,144,53,59
26,59,35,25,87,2,2019-10-01,2019-12-16,1.59,1.59,1.590000000000002,46,80,36,40,44,83,58,38,49,125,63,54,61,136,65,73
65,128,58,40,88,5,2019-10-01,2019-12-16,1.57,1.57,1.569999999999996,59,111,80,40,73,160,94,31,64,173,77,51,78,183,114,82
289,131,102,43,89,9,2019-10-01,2019-12-16,5.24,5.24,5.240000000000007,269,123,103,37,270,166,97,37,397,218,149,63,386,229,183,67
101,91,61,33,90,3,2019-10-01,2019-12-16,2.22,2.22,2.2199999999999993,103,129,72,45,83,114,55,46,104,140,71,45,149,154,82,67
66,109,56,36,91,3,2019-10-01,2019-12-16,0.38,0.38,0.3799999999999999,75,133,67,54,52,108,43,46,46,92,74,29,83,164,85,72
46,229,66,30,92,7,2019-10-01,2019-12-16,0.4,0.4,0.3999999999999991,60,271,49,43,42,297,68,41,54,240,74,41,78,661,149,73
64,96,65,34,93,3,2019-10-01,2019-12-16,1.51,1.51,1.5100000000000013,95,122,83,32,100,135,83,40,128,180,108,59,110,201,120,67
2,2,40,2,94,1,2019-10-01,2019-12-16,0.79,0.79,0.7899999999999998,60,90,43,50,46,79,47,33,56,89,47,46,73,133,64,67
117,88,28,32,95,18,2019-11-19,2019-12-16,1.27,1.27,1.2699999999999991,16,0,29,0,49,24,60,3,329,368,160,138,190,148,60,52
66,53,52,15,96,19,2019-10-01,2019-12-16,1.27,1.27,1.2700000000000005,121,106,67,21,133,106,69,47,124,156,113,41,183,226,171,84
457,183,70,42,97,1,2019-10-01,2019-12-16,7.14,7.14,7.140000000000034,546,191,92,43,397,157,73,38,620,245,107,52,964,284,142,60
87,96,60,26,98,1,2019-10-01,2019-12-16,6.19,6.19,6.190000000000006,125,97,52,36,95,105,73,34,129,144,68,45,190,214,110,77
98,71,47,16,99,1,2019-10-01,2019-12-16,1.78,1.78,1.780000000000001,158,131,69,36,166,130,58,40,288,226,97,54,260,229,93,61
75,100,90,32,100,2,2019-10-01,2019-12-16,3.02,3.02,3.0200000000000014,107,125,74,39,82,109,86,28,151,183,108,58,140,217,128,64
269,107,67,34,101,6,2019-10-01,2019-12-16,10.95,10.95,10.95000000000003,280,116,80,42,243,106,51,35,329,171,101,47,357,203,127,63
63,121,86,43,102,4,2019-10-01,2019-12-16,0.38,0.38,0.3800000000000003,78,137,79,50,50,138,65,36,44,104,75,35,63,148,89,65
62,119,63,34,103,2,2019-10-01,2019-12-16,0.79,0.79,0.7900000000000003,67,106,62,34,52,102,54,30,85,160,68,54,101,201,125,67
127,93,55,27,104,3,2019-10-01,2019-12-16,9.52,9.52,9.519999999999987,107,94,66,30,135,115,71,43,193,182,100,51,227,230,139,61
143,113,104,26,105,1,2019-10-01,2019-12-16,3.97,3.97,3.970000000000013,187,139,111,35,179,127,94,28,184,185,132,48,182,191,141,69
170,100,46,46,106,1,2019-10-01,2019-12-16,6.19,6.19,6.1900000000000155,162,92,59,36,161,110,58,31,160,115,63,44,205,165,102,69
290,112,72,25,107,6,2019-10-01,2019-12-16,10.95,10.95,10.950000000000031,314,110,74,29,349,123,83,31,455,228,125,47,412,257,136,73
168,142,42,38,108,1,2019-10-01,2019-12-16,0.79,0.79,0.7900000000000018,188,164,77,32,186,144,75,38,194,181,91,45,255,205,107,64
78,90,59,28,109,2,2019-10-01,2019-12-16,2.44,2.44,2.4399999999999986,76,91,45,30,82,103,59,45,114,140,69,49,142,145,83,54
1804,98,61,21,110,1,2019-12-01,2019-12-16,18.73,18.73,18.729999999999713,1855,99,69,42,2763,322,100,117,179,61,10,17,0,0,0,0
109,55,47,20,111,20,2019-10-01,2019-12-16,1.27,1.27,1.2699999999999996,167,89,73,32,219,116,88,45,260,189,101,59,174,120,86,40
219,111,98,17,112,1,2019-10-01,2019-12-16,5.56,5.56,5.559999999999981,279,133,162,23,222,137,104,23,245,168,160,43,487,293,176,87
147,78,55,18,113,7,2019-10-01,2019-12-16,10.63,10.63,10.630000000000004,143,85,97,27,210,114,78,35,216,162,92,44,306,203,151,70
41,82,52,27,114,1,2019-10-01,2019-12-16,4.68,4.68,4.680000000000005,84,114,67,19,113,111,57,41,131,150,84,46,183,155,88,67
209,621,101,52,115,1,2019-10-01,2019-12-16,0.4,0.4,0.40000000000000235,183,422,117,38,214,540,123,35,292,619,152,45,386,690,146,54
39,77,36,36,116,1,2019-10-01,2019-12-16,1.9,1.9,1.9000000000000021,44,89,33,30,55,116,35,36,40,111,53,43,44,167,71,63
71,106,56,30,117,6,2019-10-01,2019-12-16,1.59,1.59,1.5900000000000025,61,122,59,36,59,166,69,29,99,180,96,47,123,242,123,59
97,113,53,44,118,1,2019-10-01,2019-12-16,2.38,2.38,2.379999999999997,77,147,62,42,66,116,61,28,111,156,87,49,76,175,85,52
70,202,65,29,119,1,2019-10-01,2019-12-16,0.79,0.79,0.790000000000001,91,294,91,30,84,200,56,32,101,189,81,49,119,240,85,59
92,93,39,43,120,3,2019-10-01,2019-12-16,1.81,1.81,1.8100000000000016,98,85,53,36,71,86,26,38,105,114,71,47,89,113,51,49
105,124,67,34,121,1,2019-10-01,2019-12-16,1.21,1.21,1.2099999999999982,122,135,84,37,114,129,97,41,129,128,78,46,162,174,107,45
74,82,54,24,122,1,2019-10-01,2019-12-16,2.06,2.06,2.0600000000000014,99,129,80,30,62,96,48,28,71,62,79,24,132,214,121,87
52,40,22,16,123,3,2019-10-01,2019-12-16,3.33,3.33,3.3300000000000005,54,53,26,30,69,84,46,32,92,90,42,43,130,136,59,64
452,121,59,29,124,1,2019-10-01,2019-12-16,13.33,13.33,13.329999999999961,454,108,76,30,517,120,61,36,620,186,104,51,708,165,91,52
47,73,23,26,125,4,2019-10-01,2019-12-16,19.05,19.05,19.049999999999976,66,69,30,29,62,70,40,21,123,154,55,56,82,147,52,63
160,52,47,11,126,21,2019-10-01,2019-12-16,0.79,0.79,0.7899999999999998,254,97,89,17,243,97,56,28,313,169,110,59,388,216,157,64
72,43,22,21,127,1,2019-10-01,2019-12-16,22.54,22.54,22.539999999999985,71,50,46,22,80,89,49,27,123,123,68,48,135,166,98,71
62,142,74,44,128,1,2019-10-01,2019-12-16,0.87,0.87,0.8700000000000007,53,129,55,32,24,130,56,37,51,137,61,36,64,156,62,62
29,0,17,0,129,4,2019-10-01,2019-12-16,0.57,0.57,0.5700000000000002,31,13,23,2,16,0,42,0,268,577,131,70,209,561,136,94
1063,154,75,38,130,2,2019-10-01,2019-12-16,8.65,8.65,8.650000000000054,944,144,59,33,763,138,75,33,1036,195,85,40,881,241,115,60
221,138,85,37,131,8,2019-11-18,2019-12-16,10.63,10.63,10.630000000000042,220,132,110,41,219,120,73,22,283,207,100,54,212,191,123,48
37,41,33,23,132,22,2019-10-01,2019-12-16,0.79,0.79,0.7899999999999995,55,57,39,17,45,77,37,31,77,128,61,43,61,162,66,73
77,118,49,27,133,1,2019-10-01,2019-12-16,1.98,1.98,1.979999999999998,85,133,46,46,93,135,49,31,111,136,46,39,103,178,70,48
145,93,75,17,134,1,2019-10-01,2019-12-16,4.44,4.44,4.4399999999999995,172,94,78,13,76,7,59,1,424,265,207,74,440,267,190,75
178,101,54,43,135,2,2019-10-01,2019-12-16,4.92,4.92,4.919999999999997,144,79,34,27,135,67,41,21,159,107,55,51,178,134,80,63
96,98,45,30,136,2,2019-10-01,2019-12-16,1.27,1.27,1.2699999999999994,111,121,63,30,119,120,78,34,168,166,85,35,162,171,86,61
264,73,54,11,137,1,2019-10-01,2019-12-16,2.22,2.22,2.220000000000003,443,273,93,41,456,276,77,28,578,301,80,48,493,367,122,43
553,187,155,38,138,9,2019-10-01,2019-12-16,6.27,6.27,6.2699999999999845,699,249,173,40,413,171,102,17,139,14,114,2,881,540,365,100
35,59,38,26,139,8,2019-10-01,2019-12-16,2.06,2.06,2.0600000000000014,38,117,39,38,48,96,34,24,47,120,57,45,45,109,42,51
37,85,29,26,140,4,2019-10-01,2019-12-16,0.63,0.63,0.6300000000000004,29,114,53,26,42,121,44,29,21,126,54,37,34,204,74,64
76,65,24,11,141,3,2019-10-01,2019-12-16,1.25,1.25,1.25,35,25,27,4,55,36,46,10,137,206,75,59,167,225,71,83
125,160,62,23,142,3,2019-10-01,2019-12-16,0.71,0.71,0.7099999999999987,122,202,60,38,150,249,86,33,154,214,67,31,193,318,99,53
244,80,53,26,143,4,2019-10-01,2019-12-16,7.92,6.35,6.903200992555846,274,90,47,44,270,92,67,25,333,130,81,37,337,152,107,49
40,29,45,15,144,1,2019-10-28,2019-12-16,1.27,1.27,1.2700000000000011,109,85,48,28,89,87,59,33,133,152,72,59,79,103,72,34
110,118,55,33,145,1,2019-10-01,2019-12-16,1.59,1.59,1.5900000000000027,99,100,61,29,112,104,48,38,130,154,75,56,163,163,87,31
305,137,119,31,146,2,2019-10-01,2019-12-16,4.44,4.44,4.440000000000022,297,165,130,35,353,224,157,50,318,252,162,47,208,91,147,21
21,66,29,11,147,1,2019-10-01,2019-12-16,0.13,0.13,0.12999999999999992,8,39,38,7,19,84,40,22,22,160,44,61,24,174,42,60
60,83,66,27,148,1,2019-10-01,2019-12-16,4.44,4.44,4.439999999999999,82,104,54,42,68,113,66,22,69,75,40,32,100,142,105,54
130,106,57,30,149,2,2019-10-01,2019-12-16,2.14,2.14,2.139999999999994,164,112,68,25,151,118,64,32,207,159,77,42,225,169,107,50
247,122,59,29,150,10,2019-10-01,2019-12-16,4.44,4.44,4.440000000000012,289,127,96,34,253,128,95,24,311,179,112,37,412,227,139,54
124,125,68,33,151,3,2019-10-01,2019-12-16,6.03,6.03,6.029999999999983,117,122,75,43,115,104,88,26,113,127,89,35,146,151,116,45
52,80,53,20,152,2,2019-10-01,2019-12-16,1.05,1.05,1.0499999999999987,41,101,33,28,28,94,55,35,43,99,50,26,63,129,58,59
154,71,41,19,153,3,2019-10-01,2019-12-16,15.71,15.71,15.71000000000002,157,89,48,22,169,125,75,32,219,145,68,47,221,185,106,47
64,57,67,17,154,23,2019-10-01,2019-12-16,0.79,0.79,0.7899999999999994,92,87,76,19,71,65,58,27,135,148,128,51,164,207,136,50
26,84,75,26,155,1,2019-10-01,2019-12-16,0.95,0.95,0.9500000000000012,41,91,58,27,23,108,66,37,69,145,84,47,25,84,82,35
60,102,61,39,156,1,2019-10-01,2019-12-16,1.98,1.98,1.9799999999999982,60,96,67,26,67,119,72,27,86,140,75,44,90,173,136,49
115,129,56,22,157,5,2019-10-01,2019-12-16,0.52,0.52,0.5200000000000011,115,226,63,27,51,94,50,15,200,246,131,34,315,341,148,69
30,40,34,20,158,2,2019-10-01,2019-12-16,0.95,0.95,0.9500000000000001,39,66,55,29,32,79,45,36,35,83,56,33,45,111,75,46
67,40,27,16,159,24,2019-10-01,2019-12-16,1.59,1.59,1.5900000000000019,83,45,64,23,100,89,95,24,120,94,58,43,115,110,94,54
178,126,78,36,160,11,2019-10-01,2019-12-16,18.25,18.25,18.25,178,142,88,37,146,110,75,30,185,144,78,43,173,157,85,33
30,58,47,28,161,2,2019-10-01,2019-12-16,0.22,0.22,0.22000000000000014,17,67,40,29,23,57,50,21,28,115,71,47,32,126,52,45
143,79,74,10,162,2,2019-10-01,2019-12-16,2.62,2.62,2.620000000000003,186,101,82,28,186,122,94,24,257,214,153,47,262,222,147,43
326,143,48,46,163,1,2019-10-01,2019-12-16,6.22,6.22,6.220000000000022,310,152,80,30,258,111,54,25,379,154,69,37,392,151,89,50
112,79,70,26,164,3,2019-10-01,2019-12-16,3.0,3.0,3.0,107,72,72,20,108,75,78,19,151,133,91,44,183,178,137,58
316,89,50,23,165,1,2019-10-01,2019-12-16,16.19,16.19,16.190000000000044,334,115,55,24,303,112,70,33,399,133,79,41,463,144,81,43
1741,123,81,16,166,1,2019-10-01,2019-12-16,44.29,44.29,44.29000000000062,1556,131,79,33,1338,128,65,32,1538,175,106,41,1047,127,95,34
98,62,34,25,167,25,2019-11-19,2019-12-16,1.59,1.59,1.5900000000000023,104,78,56,24,149,128,62,46,104,130,58,37,61,79,22,32
44,330,81,47,168,2,2019-10-01,2019-12-16,0.35,0.35,0.3500000000000009,78,348,140,36,38,228,97,30,125,546,212,71,30,77,179,2
51,72,41,32,169,26,2019-10-01,2019-12-16,1.59,1.59,1.5900000000000023,89,73,59,22,99,95,69,29,96,131,84,35,129,162,89,53
35,116,57,37,170,5,2019-10-01,2019-12-16,0.48,0.48,0.47999999999999976,43,98,45,26,48,93,48,28,50,115,62,38,54,117,85,46
156,96,52,23,171,1,2019-10-01,2019-12-16,0.79,0.79,0.7900000000000011,137,67,58,32,115,97,41,37,89,84,35,35,126,91,62,34
124,62,45,18,172,2,2019-10-01,2019-12-16,0.95,0.95,0.9500000000000015,129,84,48,30,118,79,42,24,185,114,73,37,204,111,61,47
60,87,32,34,173,2,2019-10-01,2019-12-16,2.86,2.86,2.8600000000000048,53,79,40,25,83,114,40,32,75,108,41,36,73,140,73,45
102,64,45,23,174,27,2019-10-01,2019-12-16,1.27,1.27,1.2699999999999996,108,92,46,16,136,75,60,17,186,151,78,46,182,184,92,58
125,54,47,19,175,4,2019-10-01,2019-12-16,4.44,4.44,4.439999999999998,99,72,39,23,85,62,40,17,150,99,63,41,135,124,89,56
22,70,45,20,176,3,2019-10-01,2019-12-16,0.4,0.4,0.3999999999999998,51,132,51,26,32,96,44,22,56,172,58,52,43,142,47,36
49,84,35,26,177,6,2019-10-01,2019-12-16,0.95,0.95,0.9500000000000011,87,117,54,29,79,90,47,27,86,204,82,38,118,172,91,42
86,131,57,29,178,2,2019-10-01,2019-12-16,0.95,0.95,0.9500000000000017,104,180,56,28,116,148,61,25,106,218,100,40,125,231,115,43
45,60,28,29,179,2,2019-10-01,2019-12-16,3.89,3.89,3.889999999999995,51,81,38,23,70,88,38,28,80,100,39,39,80,115,48,46
67,53,53,19,180,28,2019-11-19,2019-12-16,1.27,1.27,1.2700000000000002,69,88,50,26,109,109,64,32,131,177,70,49,72,86,35,28
227,95,57,26,181,3,2019-10-01,2019-12-16,4.75,4.75,4.75,260,100,53,25,211,94,61,27,290,135,56,35,239,160,76,48
375,149,70,46,182,4,2019-10-01,2019-12-16,4.98,4.98,4.980000000000013,354,101,61,25,267,98,55,27,393,156,98,37,370,161,61,46
